"noindex","log1","lat1","log2","lat2","log3","lat3","log4","lat4","row","col","centerlog","centerlat","area"
258,121.542,25.04,121.547,25.04,121.542,25.045,121.547,25.045,17,18,121.5445,25.0425,"daan"
259,121.547,25.04,121.552,25.04,121.547,25.045,121.552,25.045,17,19,121.5495,25.0425,"daan"
260,121.532,25.045,121.537,25.045,121.532,25.05,121.537,25.05,18,16,121.5345,25.0475,"daan"
261,121.537,25.045,121.542,25.045,121.537,25.05,121.542,25.05,18,17,121.5395,25.0475,"daan"
262,121.502,25.05,121.507,25.05,121.502,25.055,121.507,25.055,19,10,121.5045,25.0525,"datong"
263,121.507,25.05,121.512,25.05,121.507,25.055,121.512,25.055,19,11,121.5095,25.0525,"datong"
264,121.512,25.05,121.517,25.05,121.512,25.055,121.517,25.055,19,12,121.5145,25.0525,"datong"
265,121.502,25.055,121.507,25.055,121.502,25.06,121.507,25.06,20,10,121.5045,25.0575,"datong"
266,121.507,25.055,121.512,25.055,121.507,25.06,121.512,25.06,20,11,121.5095,25.0575,"datong"
267,121.512,25.055,121.517,25.055,121.512,25.06,121.517,25.06,20,12,121.5145,25.0575,"datong"
268,121.502,25.06,121.507,25.06,121.502,25.065,121.507,25.065,21,10,121.5045,25.0625,"datong"
269,121.507,25.06,121.512,25.06,121.507,25.065,121.512,25.065,21,11,121.5095,25.0625,"datong"
270,121.512,25.06,121.517,25.06,121.512,25.065,121.517,25.065,21,12,121.5145,25.0625,"datong"
271,121.507,25.065,121.512,25.065,121.507,25.07,121.512,25.07,22,11,121.5095,25.0675,"datong"
272,121.512,25.065,121.517,25.065,121.512,25.07,121.517,25.07,22,12,121.5145,25.0675,"datong"
273,121.502,25.07,121.507,25.07,121.502,25.075,121.507,25.075,23,10,121.5045,25.0725,"datong"
274,121.507,25.07,121.512,25.07,121.507,25.075,121.512,25.075,23,11,121.5095,25.0725,"datong"
275,121.512,25.07,121.517,25.07,121.512,25.075,121.517,25.075,23,12,121.5145,25.0725,"datong"
276,121.502,25.045,121.507,25.045,121.502,25.05,121.507,25.05,18,10,121.5045,25.0475,"datong"
277,121.507,25.045,121.512,25.045,121.507,25.05,121.512,25.05,18,11,121.5095,25.0475,"datong"
278,121.512,25.045,121.517,25.045,121.512,25.05,121.517,25.05,18,12,121.5145,25.0475,"datong"
279,121.517,25.045,121.522,25.045,121.517,25.05,121.522,25.05,18,13,121.5195,25.0475,"datong"
280,121.517,25.05,121.522,25.05,121.517,25.055,121.522,25.055,19,13,121.5195,25.0525,"datong"
281,121.517,25.055,121.522,25.055,121.517,25.06,121.522,25.06,20,13,121.5195,25.0575,"datong"
282,121.517,25.06,121.522,25.06,121.517,25.065,121.522,25.065,21,13,121.5195,25.0625,"datong"
283,121.517,25.065,121.522,25.065,121.517,25.07,121.522,25.07,22,13,121.5195,25.0675,"datong"
284,121.517,25.07,121.522,25.07,121.517,25.075,121.522,25.075,23,13,121.5195,25.0725,"datong"
285,121.502,25.075,121.507,25.075,121.502,25.08,121.507,25.08,24,10,121.5045,25.0775,"datong"
286,121.507,25.075,121.512,25.075,121.507,25.08,121.512,25.08,24,11,121.5095,25.0775,"datong"
287,121.512,25.075,121.517,25.075,121.512,25.08,121.517,25.08,24,12,121.5145,25.0775,"datong"
288,121.512,25.08,121.517,25.08,121.512,25.085,121.517,25.085,25,12,121.5145,25.0825,"datong"
289,121.602,25.01,121.607,25.01,121.602,25.015,121.607,25.015,11,30,121.6045,25.0125,"nangang"
290,121.587,25.015,121.592,25.015,121.587,25.02,121.592,25.02,12,27,121.5895,25.0175,"nangang"
291,121.597,25.015,121.602,25.015,121.597,25.02,121.602,25.02,12,29,121.5995,25.0175,"nangang"
292,121.602,25.015,121.607,25.015,121.602,25.02,121.607,25.02,12,30,121.6045,25.0175,"nangang"
293,121.607,25.015,121.612,25.015,121.607,25.02,121.612,25.02,12,31,121.6095,25.0175,"nangang"
294,121.612,25.015,121.617,25.015,121.612,25.02,121.617,25.02,12,32,121.6145,25.0175,"nangang"
295,121.617,25.015,121.622,25.015,121.617,25.02,121.622,25.02,12,33,121.6195,25.0175,"nangang"
296,121.622,25.015,121.627,25.015,121.622,25.02,121.627,25.02,12,34,121.6245,25.0175,"nangang"
297,121.627,25.015,121.632,25.015,121.627,25.02,121.632,25.02,12,35,121.6295,25.0175,"nangang"
298,121.587,25.02,121.592,25.02,121.587,25.025,121.592,25.025,13,27,121.5895,25.0225,"nangang"
299,121.592,25.02,121.597,25.02,121.592,25.025,121.597,25.025,13,28,121.5945,25.0225,"nangang"
300,121.597,25.02,121.602,25.02,121.597,25.025,121.602,25.025,13,29,121.5995,25.0225,"nangang"
301,121.602,25.02,121.607,25.02,121.602,25.025,121.607,25.025,13,30,121.6045,25.0225,"nangang"
302,121.607,25.02,121.612,25.02,121.607,25.025,121.612,25.025,13,31,121.6095,25.0225,"nangang"
303,121.612,25.02,121.617,25.02,121.612,25.025,121.617,25.025,13,32,121.6145,25.0225,"nangang"
304,121.617,25.02,121.622,25.02,121.617,25.025,121.622,25.025,13,33,121.6195,25.0225,"nangang"
305,121.622,25.02,121.627,25.02,121.622,25.025,121.627,25.025,13,34,121.6245,25.0225,"nangang"
306,121.627,25.02,121.632,25.02,121.627,25.025,121.632,25.025,13,35,121.6295,25.0225,"nangang"
307,121.632,25.02,121.637,25.02,121.632,25.025,121.637,25.025,13,36,121.6345,25.0225,"nangang"
308,121.637,25.02,121.642,25.02,121.637,25.025,121.642,25.025,13,37,121.6395,25.0225,"nangang"
309,121.642,25.02,121.647,25.02,121.642,25.025,121.647,25.025,13,38,121.6445,25.0225,"nangang"
310,121.647,25.02,121.652,25.02,121.647,25.025,121.652,25.025,13,39,121.6495,25.0225,"nangang"
311,121.652,25.02,121.657,25.02,121.652,25.025,121.657,25.025,13,40,121.6545,25.0225,"nangang"
312,121.657,25.02,121.662,25.02,121.657,25.025,121.662,25.025,13,41,121.6595,25.0225,"nangang"
313,121.592,25.025,121.597,25.025,121.592,25.03,121.597,25.03,14,28,121.5945,25.0275,"nangang"
314,121.597,25.025,121.602,25.025,121.597,25.03,121.602,25.03,14,29,121.5995,25.0275,"nangang"
315,121.602,25.025,121.607,25.025,121.602,25.03,121.607,25.03,14,30,121.6045,25.0275,"nangang"
316,121.607,25.025,121.612,25.025,121.607,25.03,121.612,25.03,14,31,121.6095,25.0275,"nangang"
317,121.612,25.025,121.617,25.025,121.612,25.03,121.617,25.03,14,32,121.6145,25.0275,"nangang"
318,121.617,25.025,121.622,25.025,121.617,25.03,121.622,25.03,14,33,121.6195,25.0275,"nangang"
319,121.622,25.025,121.627,25.025,121.622,25.03,121.627,25.03,14,34,121.6245,25.0275,"nangang"
320,121.627,25.025,121.632,25.025,121.627,25.03,121.632,25.03,14,35,121.6295,25.0275,"nangang"
321,121.632,25.025,121.637,25.025,121.632,25.03,121.637,25.03,14,36,121.6345,25.0275,"nangang"
322,121.637,25.025,121.642,25.025,121.637,25.03,121.642,25.03,14,37,121.6395,25.0275,"nangang"
323,121.642,25.025,121.647,25.025,121.642,25.03,121.647,25.03,14,38,121.6445,25.0275,"nangang"
324,121.647,25.025,121.652,25.025,121.647,25.03,121.652,25.03,14,39,121.6495,25.0275,"nangang"
325,121.652,25.025,121.657,25.025,121.652,25.03,121.657,25.03,14,40,121.6545,25.0275,"nangang"
326,121.657,25.025,121.662,25.025,121.657,25.03,121.662,25.03,14,41,121.6595,25.0275,"nangang"
327,121.597,25.03,121.602,25.03,121.597,25.035,121.602,25.035,15,29,121.5995,25.0325,"nangang"
328,121.602,25.03,121.607,25.03,121.602,25.035,121.607,25.035,15,30,121.6045,25.0325,"nangang"
329,121.607,25.03,121.612,25.03,121.607,25.035,121.612,25.035,15,31,121.6095,25.0325,"nangang"
330,121.612,25.03,121.617,25.03,121.612,25.035,121.617,25.035,15,32,121.6145,25.0325,"nangang"
331,121.617,25.03,121.622,25.03,121.617,25.035,121.622,25.035,15,33,121.6195,25.0325,"nangang"
332,121.622,25.03,121.627,25.03,121.622,25.035,121.627,25.035,15,34,121.6245,25.0325,"nangang"
333,121.627,25.03,121.632,25.03,121.627,25.035,121.632,25.035,15,35,121.6295,25.0325,"nangang"
334,121.632,25.03,121.637,25.03,121.632,25.035,121.637,25.035,15,36,121.6345,25.0325,"nangang"
335,121.637,25.03,121.642,25.03,121.637,25.035,121.642,25.035,15,37,121.6395,25.0325,"nangang"
336,121.642,25.03,121.647,25.03,121.642,25.035,121.647,25.035,15,38,121.6445,25.0325,"nangang"
337,121.647,25.03,121.652,25.03,121.647,25.035,121.652,25.035,15,39,121.6495,25.0325,"nangang"
338,121.652,25.03,121.657,25.03,121.652,25.035,121.657,25.035,15,40,121.6545,25.0325,"nangang"
339,121.657,25.03,121.662,25.03,121.657,25.035,121.662,25.035,15,41,121.6595,25.0325,"nangang"
340,121.592,25.035,121.597,25.035,121.592,25.04,121.597,25.04,16,28,121.5945,25.0375,"nangang"
341,121.597,25.035,121.602,25.035,121.597,25.04,121.602,25.04,16,29,121.5995,25.0375,"nangang"
342,121.602,25.035,121.607,25.035,121.602,25.04,121.607,25.04,16,30,121.6045,25.0375,"nangang"
343,121.607,25.035,121.612,25.035,121.607,25.04,121.612,25.04,16,31,121.6095,25.0375,"nangang"
344,121.612,25.035,121.617,25.035,121.612,25.04,121.617,25.04,16,32,121.6145,25.0375,"nangang"
345,121.617,25.035,121.622,25.035,121.617,25.04,121.622,25.04,16,33,121.6195,25.0375,"nangang"
346,121.622,25.035,121.627,25.035,121.622,25.04,121.627,25.04,16,34,121.6245,25.0375,"nangang"
347,121.627,25.035,121.632,25.035,121.627,25.04,121.632,25.04,16,35,121.6295,25.0375,"nangang"
348,121.632,25.035,121.637,25.035,121.632,25.04,121.637,25.04,16,36,121.6345,25.0375,"nangang"
349,121.587,25.04,121.592,25.04,121.587,25.045,121.592,25.045,17,27,121.5895,25.0425,"nangang"
350,121.592,25.04,121.597,25.04,121.592,25.045,121.597,25.045,17,28,121.5945,25.0425,"nangang"
351,121.597,25.04,121.602,25.04,121.597,25.045,121.602,25.045,17,29,121.5995,25.0425,"nangang"
352,121.602,25.04,121.607,25.04,121.602,25.045,121.607,25.045,17,30,121.6045,25.0425,"nangang"
353,121.607,25.04,121.612,25.04,121.607,25.045,121.612,25.045,17,31,121.6095,25.0425,"nangang"
354,121.612,25.04,121.617,25.04,121.612,25.045,121.617,25.045,17,32,121.6145,25.0425,"nangang"
355,121.617,25.04,121.622,25.04,121.617,25.045,121.622,25.045,17,33,121.6195,25.0425,"nangang"
356,121.582,25.045,121.587,25.045,121.582,25.05,121.587,25.05,18,26,121.5845,25.0475,"nangang"
357,121.587,25.045,121.592,25.045,121.587,25.05,121.592,25.05,18,27,121.5895,25.0475,"nangang"
358,121.592,25.045,121.597,25.045,121.592,25.05,121.597,25.05,18,28,121.5945,25.0475,"nangang"
359,121.597,25.045,121.602,25.045,121.597,25.05,121.602,25.05,18,29,121.5995,25.0475,"nangang"
360,121.602,25.045,121.607,25.045,121.602,25.05,121.607,25.05,18,30,121.6045,25.0475,"nangang"
361,121.607,25.045,121.612,25.045,121.607,25.05,121.612,25.05,18,31,121.6095,25.0475,"nangang"
362,121.612,25.045,121.617,25.045,121.612,25.05,121.617,25.05,18,32,121.6145,25.0475,"nangang"
363,121.617,25.045,121.622,25.045,121.617,25.05,121.622,25.05,18,33,121.6195,25.0475,"nangang"
364,121.587,25.05,121.592,25.05,121.587,25.055,121.592,25.055,19,27,121.5895,25.0525,"nangang"
365,121.592,25.05,121.597,25.05,121.592,25.055,121.597,25.055,19,28,121.5945,25.0525,"nangang"
366,121.597,25.05,121.602,25.05,121.597,25.055,121.602,25.055,19,29,121.5995,25.0525,"nangang"
367,121.602,25.05,121.607,25.05,121.602,25.055,121.607,25.055,19,30,121.6045,25.0525,"nangang"
368,121.607,25.05,121.612,25.05,121.607,25.055,121.612,25.055,19,31,121.6095,25.0525,"nangang"
369,121.612,25.05,121.617,25.05,121.612,25.055,121.617,25.055,19,32,121.6145,25.0525,"nangang"
370,121.617,25.05,121.622,25.05,121.617,25.055,121.622,25.055,19,33,121.6195,25.0525,"nangang"
371,121.612,25.055,121.617,25.055,121.612,25.06,121.617,25.06,20,32,121.6145,25.0575,"nangang"
372,121.617,25.055,121.622,25.055,121.617,25.06,121.622,25.06,20,33,121.6195,25.0575,"nangang"
373,121.622,25.055,121.627,25.055,121.622,25.06,121.627,25.06,20,34,121.6245,25.0575,"nangang"
374,121.617,25.06,121.622,25.06,121.617,25.065,121.622,25.065,21,33,121.6195,25.0625,"nangang"
375,121.592,25.01,121.597,25.01,121.592,25.015,121.597,25.015,11,28,121.5945,25.0125,"nangang"
376,121.597,25.01,121.602,25.01,121.597,25.015,121.602,25.015,11,29,121.5995,25.0125,"nangang"
377,121.592,25.015,121.597,25.015,121.592,25.02,121.597,25.02,12,28,121.5945,25.0175,"nangang"
378,121.602,25.055,121.607,25.055,121.602,25.06,121.607,25.06,20,30,121.6045,25.0575,"nangang"
379,121.607,25.055,121.612,25.055,121.607,25.06,121.612,25.06,20,31,121.6095,25.0575,"nangang"
380,121.572,25.055,121.577,25.055,121.572,25.06,121.577,25.06,20,24,121.5745,25.0575,"neihu"
381,121.577,25.055,121.582,25.055,121.577,25.06,121.582,25.06,20,25,121.5795,25.0575,"neihu"
382,121.582,25.055,121.587,25.055,121.582,25.06,121.587,25.06,20,26,121.5845,25.0575,"neihu"
383,121.572,25.06,121.577,25.06,121.572,25.065,121.577,25.065,21,24,121.5745,25.0625,"neihu"
384,121.577,25.06,121.582,25.06,121.577,25.065,121.582,25.065,21,25,121.5795,25.0625,"neihu"
385,121.582,25.06,121.587,25.06,121.582,25.065,121.587,25.065,21,26,121.5845,25.0625,"neihu"
386,121.587,25.06,121.592,25.06,121.587,25.065,121.592,25.065,21,27,121.5895,25.0625,"neihu"
387,121.572,25.065,121.577,25.065,121.572,25.07,121.577,25.07,22,24,121.5745,25.0675,"neihu"
388,121.577,25.065,121.582,25.065,121.577,25.07,121.582,25.07,22,25,121.5795,25.0675,"neihu"
389,121.582,25.065,121.587,25.065,121.582,25.07,121.587,25.07,22,26,121.5845,25.0675,"neihu"
390,121.587,25.065,121.592,25.065,121.587,25.07,121.592,25.07,22,27,121.5895,25.0675,"neihu"
391,121.592,25.065,121.597,25.065,121.592,25.07,121.597,25.07,22,28,121.5945,25.0675,"neihu"
392,121.597,25.065,121.602,25.065,121.597,25.07,121.602,25.07,22,29,121.5995,25.0675,"neihu"
393,121.602,25.065,121.607,25.065,121.602,25.07,121.607,25.07,22,30,121.6045,25.0675,"neihu"
394,121.607,25.065,121.612,25.065,121.607,25.07,121.612,25.07,22,31,121.6095,25.0675,"neihu"
395,121.612,25.065,121.617,25.065,121.612,25.07,121.617,25.07,22,32,121.6145,25.0675,"neihu"
396,121.617,25.065,121.622,25.065,121.617,25.07,121.622,25.07,22,33,121.6195,25.0675,"neihu"
397,121.577,25.07,121.582,25.07,121.577,25.075,121.582,25.075,23,25,121.5795,25.0725,"neihu"
398,121.582,25.07,121.587,25.07,121.582,25.075,121.587,25.075,23,26,121.5845,25.0725,"neihu"
399,121.587,25.07,121.592,25.07,121.587,25.075,121.592,25.075,23,27,121.5895,25.0725,"neihu"
400,121.592,25.07,121.597,25.07,121.592,25.075,121.597,25.075,23,28,121.5945,25.0725,"neihu"
401,121.597,25.07,121.602,25.07,121.597,25.075,121.602,25.075,23,29,121.5995,25.0725,"neihu"
402,121.602,25.07,121.607,25.07,121.602,25.075,121.607,25.075,23,30,121.6045,25.0725,"neihu"
403,121.607,25.07,121.612,25.07,121.607,25.075,121.612,25.075,23,31,121.6095,25.0725,"neihu"
404,121.612,25.07,121.617,25.07,121.612,25.075,121.617,25.075,23,32,121.6145,25.0725,"neihu"
405,121.617,25.07,121.622,25.07,121.617,25.075,121.622,25.075,23,33,121.6195,25.0725,"neihu"
406,121.622,25.07,121.627,25.07,121.622,25.075,121.627,25.075,23,34,121.6245,25.0725,"neihu"
407,121.577,25.075,121.582,25.075,121.577,25.08,121.582,25.08,24,25,121.5795,25.0775,"neihu"
408,121.582,25.075,121.587,25.075,121.582,25.08,121.587,25.08,24,26,121.5845,25.0775,"neihu"
409,121.587,25.075,121.592,25.075,121.587,25.08,121.592,25.08,24,27,121.5895,25.0775,"neihu"
410,121.592,25.075,121.597,25.075,121.592,25.08,121.597,25.08,24,28,121.5945,25.0775,"neihu"
411,121.597,25.075,121.602,25.075,121.597,25.08,121.602,25.08,24,29,121.5995,25.0775,"neihu"
412,121.602,25.075,121.607,25.075,121.602,25.08,121.607,25.08,24,30,121.6045,25.0775,"neihu"
413,121.607,25.075,121.612,25.075,121.607,25.08,121.612,25.08,24,31,121.6095,25.0775,"neihu"
414,121.612,25.075,121.617,25.075,121.612,25.08,121.617,25.08,24,32,121.6145,25.0775,"neihu"
415,121.617,25.075,121.622,25.075,121.617,25.08,121.622,25.08,24,33,121.6195,25.0775,"neihu"
416,121.622,25.075,121.627,25.075,121.622,25.08,121.627,25.08,24,34,121.6245,25.0775,"neihu"
417,121.567,25.08,121.572,25.08,121.567,25.085,121.572,25.085,25,23,121.5695,25.0825,"neihu"
418,121.572,25.08,121.577,25.08,121.572,25.085,121.577,25.085,25,24,121.5745,25.0825,"neihu"
419,121.577,25.08,121.582,25.08,121.577,25.085,121.582,25.085,25,25,121.5795,25.0825,"neihu"
420,121.582,25.08,121.587,25.08,121.582,25.085,121.587,25.085,25,26,121.5845,25.0825,"neihu"
421,121.587,25.08,121.592,25.08,121.587,25.085,121.592,25.085,25,27,121.5895,25.0825,"neihu"
422,121.592,25.08,121.597,25.08,121.592,25.085,121.597,25.085,25,28,121.5945,25.0825,"neihu"
423,121.597,25.08,121.602,25.08,121.597,25.085,121.602,25.085,25,29,121.5995,25.0825,"neihu"
424,121.602,25.08,121.607,25.08,121.602,25.085,121.607,25.085,25,30,121.6045,25.0825,"neihu"
425,121.607,25.08,121.612,25.08,121.607,25.085,121.612,25.085,25,31,121.6095,25.0825,"neihu"
426,121.612,25.08,121.617,25.08,121.612,25.085,121.617,25.085,25,32,121.6145,25.0825,"neihu"
427,121.617,25.08,121.622,25.08,121.617,25.085,121.622,25.085,25,33,121.6195,25.0825,"neihu"
428,121.622,25.08,121.627,25.08,121.622,25.085,121.627,25.085,25,34,121.6245,25.0825,"neihu"
429,121.627,25.08,121.632,25.08,121.627,25.085,121.632,25.085,25,35,121.6295,25.0825,"neihu"
430,121.562,25.085,121.567,25.085,121.562,25.09,121.567,25.09,26,22,121.5645,25.0875,"neihu"
431,121.567,25.085,121.572,25.085,121.567,25.09,121.572,25.09,26,23,121.5695,25.0875,"neihu"
432,121.572,25.085,121.577,25.085,121.572,25.09,121.577,25.09,26,24,121.5745,25.0875,"neihu"
433,121.577,25.085,121.582,25.085,121.577,25.09,121.582,25.09,26,25,121.5795,25.0875,"neihu"
434,121.582,25.085,121.587,25.085,121.582,25.09,121.587,25.09,26,26,121.5845,25.0875,"neihu"
435,121.587,25.085,121.592,25.085,121.587,25.09,121.592,25.09,26,27,121.5895,25.0875,"neihu"
436,121.592,25.085,121.597,25.085,121.592,25.09,121.597,25.09,26,28,121.5945,25.0875,"neihu"
437,121.597,25.085,121.602,25.085,121.597,25.09,121.602,25.09,26,29,121.5995,25.0875,"neihu"
438,121.602,25.085,121.607,25.085,121.602,25.09,121.607,25.09,26,30,121.6045,25.0875,"neihu"
439,121.607,25.085,121.612,25.085,121.607,25.09,121.612,25.09,26,31,121.6095,25.0875,"neihu"
440,121.612,25.085,121.617,25.085,121.612,25.09,121.617,25.09,26,32,121.6145,25.0875,"neihu"
441,121.617,25.085,121.622,25.085,121.617,25.09,121.622,25.09,26,33,121.6195,25.0875,"neihu"
442,121.622,25.085,121.627,25.085,121.622,25.09,121.627,25.09,26,34,121.6245,25.0875,"neihu"
443,121.627,25.085,121.632,25.085,121.627,25.09,121.632,25.09,26,35,121.6295,25.0875,"neihu"
444,121.557,25.09,121.562,25.09,121.557,25.095,121.562,25.095,27,21,121.5595,25.0925,"neihu"
445,121.562,25.09,121.567,25.09,121.562,25.095,121.567,25.095,27,22,121.5645,25.0925,"neihu"
446,121.567,25.09,121.572,25.09,121.567,25.095,121.572,25.095,27,23,121.5695,25.0925,"neihu"
447,121.572,25.09,121.577,25.09,121.572,25.095,121.577,25.095,27,24,121.5745,25.0925,"neihu"
448,121.577,25.09,121.582,25.09,121.577,25.095,121.582,25.095,27,25,121.5795,25.0925,"neihu"
449,121.582,25.09,121.587,25.09,121.582,25.095,121.587,25.095,27,26,121.5845,25.0925,"neihu"
450,121.587,25.09,121.592,25.09,121.587,25.095,121.592,25.095,27,27,121.5895,25.0925,"neihu"
451,121.592,25.09,121.597,25.09,121.592,25.095,121.597,25.095,27,28,121.5945,25.0925,"neihu"
452,121.597,25.09,121.602,25.09,121.597,25.095,121.602,25.095,27,29,121.5995,25.0925,"neihu"
453,121.602,25.09,121.607,25.09,121.602,25.095,121.607,25.095,27,30,121.6045,25.0925,"neihu"
454,121.607,25.09,121.612,25.09,121.607,25.095,121.612,25.095,27,31,121.6095,25.0925,"neihu"
455,121.612,25.09,121.617,25.09,121.612,25.095,121.617,25.095,27,32,121.6145,25.0925,"neihu"
456,121.617,25.09,121.622,25.09,121.617,25.095,121.622,25.095,27,33,121.6195,25.0925,"neihu"
457,121.622,25.09,121.627,25.09,121.622,25.095,121.627,25.095,27,34,121.6245,25.0925,"neihu"
458,121.572,25.095,121.577,25.095,121.572,25.1,121.577,25.1,28,24,121.5745,25.0975,"neihu"
459,121.577,25.095,121.582,25.095,121.577,25.1,121.582,25.1,28,25,121.5795,25.0975,"neihu"
460,121.582,25.095,121.587,25.095,121.582,25.1,121.587,25.1,28,26,121.5845,25.0975,"neihu"
461,121.587,25.095,121.592,25.095,121.587,25.1,121.592,25.1,28,27,121.5895,25.0975,"neihu"
462,121.592,25.095,121.597,25.095,121.592,25.1,121.597,25.1,28,28,121.5945,25.0975,"neihu"
463,121.597,25.095,121.602,25.095,121.597,25.1,121.602,25.1,28,29,121.5995,25.0975,"neihu"
464,121.602,25.095,121.607,25.095,121.602,25.1,121.607,25.1,28,30,121.6045,25.0975,"neihu"
465,121.607,25.095,121.612,25.095,121.607,25.1,121.612,25.1,28,31,121.6095,25.0975,"neihu"
466,121.612,25.095,121.617,25.095,121.612,25.1,121.617,25.1,28,32,121.6145,25.0975,"neihu"
467,121.617,25.095,121.622,25.095,121.617,25.1,121.622,25.1,28,33,121.6195,25.0975,"neihu"
468,121.622,25.095,121.627,25.095,121.622,25.1,121.627,25.1,28,34,121.6245,25.0975,"neihu"
469,121.572,25.1,121.577,25.1,121.572,25.105,121.577,25.105,29,24,121.5745,25.1025,"neihu"
470,121.577,25.1,121.582,25.1,121.577,25.105,121.582,25.105,29,25,121.5795,25.1025,"neihu"
471,121.582,25.1,121.587,25.1,121.582,25.105,121.587,25.105,29,26,121.5845,25.1025,"neihu"
472,121.587,25.1,121.592,25.1,121.587,25.105,121.592,25.105,29,27,121.5895,25.1025,"neihu"
473,121.592,25.1,121.597,25.1,121.592,25.105,121.597,25.105,29,28,121.5945,25.1025,"neihu"
474,121.597,25.1,121.602,25.1,121.597,25.105,121.602,25.105,29,29,121.5995,25.1025,"neihu"
475,121.602,25.1,121.607,25.1,121.602,25.105,121.607,25.105,29,30,121.6045,25.1025,"neihu"
476,121.607,25.1,121.612,25.1,121.607,25.105,121.612,25.105,29,31,121.6095,25.1025,"neihu"
477,121.612,25.1,121.617,25.1,121.612,25.105,121.617,25.105,29,32,121.6145,25.1025,"neihu"
478,121.617,25.1,121.622,25.1,121.617,25.105,121.622,25.105,29,33,121.6195,25.1025,"neihu"
479,121.587,25.105,121.592,25.105,121.587,25.11,121.592,25.11,30,27,121.5895,25.1075,"neihu"
480,121.592,25.105,121.597,25.105,121.592,25.11,121.597,25.11,30,28,121.5945,25.1075,"neihu"
481,121.597,25.105,121.602,25.105,121.597,25.11,121.602,25.11,30,29,121.5995,25.1075,"neihu"
482,121.602,25.105,121.607,25.105,121.602,25.11,121.607,25.11,30,30,121.6045,25.1075,"neihu"
483,121.607,25.105,121.612,25.105,121.607,25.11,121.612,25.11,30,31,121.6095,25.1075,"neihu"
484,121.582,25.05,121.587,25.05,121.582,25.055,121.587,25.055,19,26,121.5845,25.0525,"neihu"
485,121.587,25.055,121.592,25.055,121.587,25.06,121.592,25.06,20,27,121.5895,25.0575,"neihu"
486,121.592,25.055,121.597,25.055,121.592,25.06,121.597,25.06,20,28,121.5945,25.0575,"neihu"
487,121.597,25.055,121.602,25.055,121.597,25.06,121.602,25.06,20,29,121.5995,25.0575,"neihu"
488,121.592,25.06,121.597,25.06,121.592,25.065,121.597,25.065,21,28,121.5945,25.0625,"neihu"
489,121.597,25.06,121.602,25.06,121.597,25.065,121.602,25.065,21,29,121.5995,25.0625,"neihu"
490,121.602,25.06,121.607,25.06,121.602,25.065,121.607,25.065,21,30,121.6045,25.0625,"neihu"
491,121.607,25.06,121.612,25.06,121.607,25.065,121.612,25.065,21,31,121.6095,25.0625,"neihu"
492,121.612,25.06,121.617,25.06,121.612,25.065,121.617,25.065,21,32,121.6145,25.0625,"neihu"
493,121.572,25.075,121.577,25.075,121.572,25.08,121.577,25.08,24,24,121.5745,25.0775,"neihu"
494,121.567,25.095,121.572,25.095,121.567,25.1,121.572,25.1,28,23,121.5695,25.0975,"neihu"
495,121.577,25.105,121.582,25.105,121.577,25.11,121.582,25.11,30,25,121.5795,25.1075,"neihu"
496,121.582,25.105,121.587,25.105,121.582,25.11,121.587,25.11,30,26,121.5845,25.1075,"neihu"
497,121.582,25.11,121.587,25.11,121.582,25.115,121.587,25.115,31,26,121.5845,25.1125,"neihu"
498,121.587,25.11,121.592,25.11,121.587,25.115,121.592,25.115,31,27,121.5895,25.1125,"neihu"
499,121.592,25.11,121.597,25.11,121.592,25.115,121.597,25.115,31,28,121.5945,25.1125,"neihu"
500,121.592,25.115,121.597,25.115,121.592,25.12,121.597,25.12,32,28,121.5945,25.1175,"neihu"
501,121.502,25.08,121.507,25.08,121.502,25.085,121.507,25.085,25,10,121.5045,25.0825,"shilin"
502,121.507,25.08,121.512,25.08,121.507,25.085,121.512,25.085,25,11,121.5095,25.0825,"shilin"
503,121.517,25.08,121.522,25.08,121.517,25.085,121.522,25.085,25,13,121.5195,25.0825,"shilin"
504,121.497,25.085,121.502,25.085,121.497,25.09,121.502,25.09,26,9,121.4995,25.0875,"shilin"
505,121.502,25.085,121.507,25.085,121.502,25.09,121.507,25.09,26,10,121.5045,25.0875,"shilin"
506,121.507,25.085,121.512,25.085,121.507,25.09,121.512,25.09,26,11,121.5095,25.0875,"shilin"
507,121.512,25.085,121.517,25.085,121.512,25.09,121.517,25.09,26,12,121.5145,25.0875,"shilin"
508,121.517,25.085,121.522,25.085,121.517,25.09,121.522,25.09,26,13,121.5195,25.0875,"shilin"
509,121.522,25.085,121.527,25.085,121.522,25.09,121.527,25.09,26,14,121.5245,25.0875,"shilin"
510,121.487,25.09,121.492,25.09,121.487,25.095,121.492,25.095,27,7,121.4895,25.0925,"shilin"
511,121.492,25.09,121.497,25.09,121.492,25.095,121.497,25.095,27,8,121.4945,25.0925,"shilin"
512,121.497,25.09,121.502,25.09,121.497,25.095,121.502,25.095,27,9,121.4995,25.0925,"shilin"
513,121.502,25.09,121.507,25.09,121.502,25.095,121.507,25.095,27,10,121.5045,25.0925,"shilin"
514,121.507,25.09,121.512,25.09,121.507,25.095,121.512,25.095,27,11,121.5095,25.0925,"shilin"
515,121.512,25.09,121.517,25.09,121.512,25.095,121.517,25.095,27,12,121.5145,25.0925,"shilin"
