"noindex","log1","lat1","log2","lat2","log3","lat3","log4","lat4","row","col","centerlog","centerlat"
292,121.602,25.03,121.607,25.03,121.602,25.035,121.607,25.035,15,30,121.6045,25.0325
293,121.607,25.03,121.612,25.03,121.607,25.035,121.612,25.035,15,31,121.6095,25.0325
294,121.612,25.03,121.617,25.03,121.612,25.035,121.617,25.035,15,32,121.6145,25.0325
295,121.617,25.03,121.622,25.03,121.617,25.035,121.622,25.035,15,33,121.6195,25.0325
296,121.622,25.03,121.627,25.03,121.622,25.035,121.627,25.035,15,34,121.6245,25.0325
297,121.627,25.03,121.632,25.03,121.627,25.035,121.632,25.035,15,35,121.6295,25.0325
298,121.632,25.03,121.637,25.03,121.632,25.035,121.637,25.035,15,36,121.6345,25.0325
299,121.637,25.03,121.642,25.03,121.637,25.035,121.642,25.035,15,37,121.6395,25.0325
300,121.642,25.03,121.647,25.03,121.642,25.035,121.647,25.035,15,38,121.6445,25.0325
301,121.647,25.03,121.652,25.03,121.647,25.035,121.652,25.035,15,39,121.6495,25.0325
302,121.652,25.03,121.657,25.03,121.652,25.035,121.657,25.035,15,40,121.6545,25.0325
303,121.657,25.03,121.662,25.03,121.657,25.035,121.662,25.035,15,41,121.6595,25.0325
304,121.487,25.035,121.492,25.035,121.487,25.04,121.492,25.04,16,7,121.4895,25.0375
305,121.492,25.035,121.497,25.035,121.492,25.04,121.497,25.04,16,8,121.4945,25.0375
306,121.497,25.035,121.502,25.035,121.497,25.04,121.502,25.04,16,9,121.4995,25.0375
307,121.502,25.035,121.507,25.035,121.502,25.04,121.507,25.04,16,10,121.5045,25.0375
308,121.507,25.035,121.512,25.035,121.507,25.04,121.512,25.04,16,11,121.5095,25.0375
309,121.512,25.035,121.517,25.035,121.512,25.04,121.517,25.04,16,12,121.5145,25.0375
310,121.517,25.035,121.522,25.035,121.517,25.04,121.522,25.04,16,13,121.5195,25.0375
311,121.522,25.035,121.527,25.035,121.522,25.04,121.527,25.04,16,14,121.5245,25.0375
312,121.527,25.035,121.532,25.035,121.527,25.04,121.532,25.04,16,15,121.5295,25.0375
313,121.532,25.035,121.537,25.035,121.532,25.04,121.537,25.04,16,16,121.5345,25.0375
314,121.537,25.035,121.542,25.035,121.537,25.04,121.542,25.04,16,17,121.5395,25.0375
315,121.542,25.035,121.547,25.035,121.542,25.04,121.547,25.04,16,18,121.5445,25.0375
316,121.547,25.035,121.552,25.035,121.547,25.04,121.552,25.04,16,19,121.5495,25.0375
317,121.552,25.035,121.557,25.035,121.552,25.04,121.557,25.04,16,20,121.5545,25.0375
318,121.557,25.035,121.562,25.035,121.557,25.04,121.562,25.04,16,21,121.5595,25.0375
319,121.562,25.035,121.567,25.035,121.562,25.04,121.567,25.04,16,22,121.5645,25.0375
320,121.567,25.035,121.572,25.035,121.567,25.04,121.572,25.04,16,23,121.5695,25.0375
321,121.572,25.035,121.577,25.035,121.572,25.04,121.577,25.04,16,24,121.5745,25.0375
322,121.577,25.035,121.582,25.035,121.577,25.04,121.582,25.04,16,25,121.5795,25.0375
323,121.582,25.035,121.587,25.035,121.582,25.04,121.587,25.04,16,26,121.5845,25.0375
324,121.587,25.035,121.592,25.035,121.587,25.04,121.592,25.04,16,27,121.5895,25.0375
325,121.592,25.035,121.597,25.035,121.592,25.04,121.597,25.04,16,28,121.5945,25.0375
326,121.597,25.035,121.602,25.035,121.597,25.04,121.602,25.04,16,29,121.5995,25.0375
327,121.602,25.035,121.607,25.035,121.602,25.04,121.607,25.04,16,30,121.6045,25.0375
328,121.607,25.035,121.612,25.035,121.607,25.04,121.612,25.04,16,31,121.6095,25.0375
329,121.612,25.035,121.617,25.035,121.612,25.04,121.617,25.04,16,32,121.6145,25.0375
330,121.617,25.035,121.622,25.035,121.617,25.04,121.622,25.04,16,33,121.6195,25.0375
331,121.622,25.035,121.627,25.035,121.622,25.04,121.627,25.04,16,34,121.6245,25.0375
332,121.627,25.035,121.632,25.035,121.627,25.04,121.632,25.04,16,35,121.6295,25.0375
333,121.632,25.035,121.637,25.035,121.632,25.04,121.637,25.04,16,36,121.6345,25.0375
334,121.487,25.04,121.492,25.04,121.487,25.045,121.492,25.045,17,7,121.4895,25.0425
335,121.492,25.04,121.497,25.04,121.492,25.045,121.497,25.045,17,8,121.4945,25.0425
336,121.497,25.04,121.502,25.04,121.497,25.045,121.502,25.045,17,9,121.4995,25.0425
337,121.502,25.04,121.507,25.04,121.502,25.045,121.507,25.045,17,10,121.5045,25.0425
338,121.507,25.04,121.512,25.04,121.507,25.045,121.512,25.045,17,11,121.5095,25.0425
339,121.512,25.04,121.517,25.04,121.512,25.045,121.517,25.045,17,12,121.5145,25.0425
340,121.517,25.04,121.522,25.04,121.517,25.045,121.522,25.045,17,13,121.5195,25.0425
341,121.522,25.04,121.527,25.04,121.522,25.045,121.527,25.045,17,14,121.5245,25.0425
342,121.527,25.04,121.532,25.04,121.527,25.045,121.532,25.045,17,15,121.5295,25.0425
343,121.532,25.04,121.537,25.04,121.532,25.045,121.537,25.045,17,16,121.5345,25.0425
344,121.537,25.04,121.542,25.04,121.537,25.045,121.542,25.045,17,17,121.5395,25.0425
345,121.542,25.04,121.547,25.04,121.542,25.045,121.547,25.045,17,18,121.5445,25.0425
346,121.547,25.04,121.552,25.04,121.547,25.045,121.552,25.045,17,19,121.5495,25.0425
347,121.552,25.04,121.557,25.04,121.552,25.045,121.557,25.045,17,20,121.5545,25.0425
348,121.557,25.04,121.562,25.04,121.557,25.045,121.562,25.045,17,21,121.5595,25.0425
349,121.562,25.04,121.567,25.04,121.562,25.045,121.567,25.045,17,22,121.5645,25.0425
350,121.567,25.04,121.572,25.04,121.567,25.045,121.572,25.045,17,23,121.5695,25.0425
351,121.572,25.04,121.577,25.04,121.572,25.045,121.577,25.045,17,24,121.5745,25.0425
352,121.577,25.04,121.582,25.04,121.577,25.045,121.582,25.045,17,25,121.5795,25.0425
353,121.582,25.04,121.587,25.04,121.582,25.045,121.587,25.045,17,26,121.5845,25.0425
354,121.587,25.04,121.592,25.04,121.587,25.045,121.592,25.045,17,27,121.5895,25.0425
355,121.592,25.04,121.597,25.04,121.592,25.045,121.597,25.045,17,28,121.5945,25.0425
356,121.597,25.04,121.602,25.04,121.597,25.045,121.602,25.045,17,29,121.5995,25.0425
357,121.602,25.04,121.607,25.04,121.602,25.045,121.607,25.045,17,30,121.6045,25.0425
358,121.607,25.04,121.612,25.04,121.607,25.045,121.612,25.045,17,31,121.6095,25.0425
359,121.612,25.04,121.617,25.04,121.612,25.045,121.617,25.045,17,32,121.6145,25.0425
360,121.617,25.04,121.622,25.04,121.617,25.045,121.622,25.045,17,33,121.6195,25.0425
361,121.497,25.045,121.502,25.045,121.497,25.05,121.502,25.05,18,9,121.4995,25.0475
362,121.502,25.045,121.507,25.045,121.502,25.05,121.507,25.05,18,10,121.5045,25.0475
363,121.507,25.045,121.512,25.045,121.507,25.05,121.512,25.05,18,11,121.5095,25.0475
364,121.512,25.045,121.517,25.045,121.512,25.05,121.517,25.05,18,12,121.5145,25.0475
365,121.517,25.045,121.522,25.045,121.517,25.05,121.522,25.05,18,13,121.5195,25.0475
366,121.522,25.045,121.527,25.045,121.522,25.05,121.527,25.05,18,14,121.5245,25.0475
367,121.527,25.045,121.532,25.045,121.527,25.05,121.532,25.05,18,15,121.5295,25.0475
368,121.532,25.045,121.537,25.045,121.532,25.05,121.537,25.05,18,16,121.5345,25.0475
369,121.537,25.045,121.542,25.045,121.537,25.05,121.542,25.05,18,17,121.5395,25.0475
370,121.542,25.045,121.547,25.045,121.542,25.05,121.547,25.05,18,18,121.5445,25.0475
371,121.547,25.045,121.552,25.045,121.547,25.05,121.552,25.05,18,19,121.5495,25.0475
372,121.552,25.045,121.557,25.045,121.552,25.05,121.557,25.05,18,20,121.5545,25.0475
373,121.557,25.045,121.562,25.045,121.557,25.05,121.562,25.05,18,21,121.5595,25.0475
374,121.562,25.045,121.567,25.045,121.562,25.05,121.567,25.05,18,22,121.5645,25.0475
375,121.567,25.045,121.572,25.045,121.567,25.05,121.572,25.05,18,23,121.5695,25.0475
376,121.572,25.045,121.577,25.045,121.572,25.05,121.577,25.05,18,24,121.5745,25.0475
377,121.577,25.045,121.582,25.045,121.577,25.05,121.582,25.05,18,25,121.5795,25.0475
378,121.582,25.045,121.587,25.045,121.582,25.05,121.587,25.05,18,26,121.5845,25.0475
379,121.587,25.045,121.592,25.045,121.587,25.05,121.592,25.05,18,27,121.5895,25.0475
380,121.592,25.045,121.597,25.045,121.592,25.05,121.597,25.05,18,28,121.5945,25.0475
381,121.597,25.045,121.602,25.045,121.597,25.05,121.602,25.05,18,29,121.5995,25.0475
382,121.602,25.045,121.607,25.045,121.602,25.05,121.607,25.05,18,30,121.6045,25.0475
383,121.607,25.045,121.612,25.045,121.607,25.05,121.612,25.05,18,31,121.6095,25.0475
384,121.612,25.045,121.617,25.045,121.612,25.05,121.617,25.05,18,32,121.6145,25.0475
385,121.617,25.045,121.622,25.045,121.617,25.05,121.622,25.05,18,33,121.6195,25.0475
386,121.502,25.05,121.507,25.05,121.502,25.055,121.507,25.055,19,10,121.5045,25.0525
387,121.507,25.05,121.512,25.05,121.507,25.055,121.512,25.055,19,11,121.5095,25.0525
388,121.512,25.05,121.517,25.05,121.512,25.055,121.517,25.055,19,12,121.5145,25.0525
389,121.517,25.05,121.522,25.05,121.517,25.055,121.522,25.055,19,13,121.5195,25.0525
390,121.522,25.05,121.527,25.05,121.522,25.055,121.527,25.055,19,14,121.5245,25.0525
391,121.527,25.05,121.532,25.05,121.527,25.055,121.532,25.055,19,15,121.5295,25.0525
392,121.532,25.05,121.537,25.05,121.532,25.055,121.537,25.055,19,16,121.5345,25.0525
393,121.537,25.05,121.542,25.05,121.537,25.055,121.542,25.055,19,17,121.5395,25.0525
394,121.542,25.05,121.547,25.05,121.542,25.055,121.547,25.055,19,18,121.5445,25.0525
395,121.547,25.05,121.552,25.05,121.547,25.055,121.552,25.055,19,19,121.5495,25.0525
396,121.552,25.05,121.557,25.05,121.552,25.055,121.557,25.055,19,20,121.5545,25.0525
397,121.557,25.05,121.562,25.05,121.557,25.055,121.562,25.055,19,21,121.5595,25.0525
398,121.562,25.05,121.567,25.05,121.562,25.055,121.567,25.055,19,22,121.5645,25.0525
399,121.567,25.05,121.572,25.05,121.567,25.055,121.572,25.055,19,23,121.5695,25.0525
400,121.572,25.05,121.577,25.05,121.572,25.055,121.577,25.055,19,24,121.5745,25.0525
401,121.577,25.05,121.582,25.05,121.577,25.055,121.582,25.055,19,25,121.5795,25.0525
402,121.582,25.05,121.587,25.05,121.582,25.055,121.587,25.055,19,26,121.5845,25.0525
403,121.587,25.05,121.592,25.05,121.587,25.055,121.592,25.055,19,27,121.5895,25.0525
404,121.592,25.05,121.597,25.05,121.592,25.055,121.597,25.055,19,28,121.5945,25.0525
405,121.597,25.05,121.602,25.05,121.597,25.055,121.602,25.055,19,29,121.5995,25.0525
406,121.602,25.05,121.607,25.05,121.602,25.055,121.607,25.055,19,30,121.6045,25.0525
407,121.607,25.05,121.612,25.05,121.607,25.055,121.612,25.055,19,31,121.6095,25.0525
408,121.612,25.05,121.617,25.05,121.612,25.055,121.617,25.055,19,32,121.6145,25.0525
409,121.617,25.05,121.622,25.05,121.617,25.055,121.622,25.055,19,33,121.6195,25.0525
410,121.502,25.055,121.507,25.055,121.502,25.06,121.507,25.06,20,10,121.5045,25.0575
411,121.507,25.055,121.512,25.055,121.507,25.06,121.512,25.06,20,11,121.5095,25.0575
412,121.512,25.055,121.517,25.055,121.512,25.06,121.517,25.06,20,12,121.5145,25.0575
413,121.517,25.055,121.522,25.055,121.517,25.06,121.522,25.06,20,13,121.5195,25.0575
414,121.522,25.055,121.527,25.055,121.522,25.06,121.527,25.06,20,14,121.5245,25.0575
415,121.527,25.055,121.532,25.055,121.527,25.06,121.532,25.06,20,15,121.5295,25.0575
416,121.532,25.055,121.537,25.055,121.532,25.06,121.537,25.06,20,16,121.5345,25.0575
417,121.537,25.055,121.542,25.055,121.537,25.06,121.542,25.06,20,17,121.5395,25.0575
418,121.542,25.055,121.547,25.055,121.542,25.06,121.547,25.06,20,18,121.5445,25.0575
419,121.547,25.055,121.552,25.055,121.547,25.06,121.552,25.06,20,19,121.5495,25.0575
420,121.552,25.055,121.557,25.055,121.552,25.06,121.557,25.06,20,20,121.5545,25.0575
421,121.557,25.055,121.562,25.055,121.557,25.06,121.562,25.06,20,21,121.5595,25.0575
422,121.562,25.055,121.567,25.055,121.562,25.06,121.567,25.06,20,22,121.5645,25.0575
423,121.567,25.055,121.572,25.055,121.567,25.06,121.572,25.06,20,23,121.5695,25.0575
424,121.572,25.055,121.577,25.055,121.572,25.06,121.577,25.06,20,24,121.5745,25.0575
425,121.577,25.055,121.582,25.055,121.577,25.06,121.582,25.06,20,25,121.5795,25.0575
426,121.582,25.055,121.587,25.055,121.582,25.06,121.587,25.06,20,26,121.5845,25.0575
427,121.587,25.055,121.592,25.055,121.587,25.06,121.592,25.06,20,27,121.5895,25.0575
428,121.592,25.055,121.597,25.055,121.592,25.06,121.597,25.06,20,28,121.5945,25.0575
429,121.597,25.055,121.602,25.055,121.597,25.06,121.602,25.06,20,29,121.5995,25.0575
430,121.602,25.055,121.607,25.055,121.602,25.06,121.607,25.06,20,30,121.6045,25.0575
431,121.607,25.055,121.612,25.055,121.607,25.06,121.612,25.06,20,31,121.6095,25.0575
432,121.612,25.055,121.617,25.055,121.612,25.06,121.617,25.06,20,32,121.6145,25.0575
433,121.617,25.055,121.622,25.055,121.617,25.06,121.622,25.06,20,33,121.6195,25.0575
434,121.622,25.055,121.627,25.055,121.622,25.06,121.627,25.06,20,34,121.6245,25.0575
435,121.502,25.06,121.507,25.06,121.502,25.065,121.507,25.065,21,10,121.5045,25.0625
436,121.507,25.06,121.512,25.06,121.507,25.065,121.512,25.065,21,11,121.5095,25.0625
437,121.512,25.06,121.517,25.06,121.512,25.065,121.517,25.065,21,12,121.5145,25.0625
438,121.517,25.06,121.522,25.06,121.517,25.065,121.522,25.065,21,13,121.5195,25.0625
439,121.522,25.06,121.527,25.06,121.522,25.065,121.527,25.065,21,14,121.5245,25.0625
440,121.527,25.06,121.532,25.06,121.527,25.065,121.532,25.065,21,15,121.5295,25.0625
441,121.532,25.06,121.537,25.06,121.532,25.065,121.537,25.065,21,16,121.5345,25.0625
442,121.537,25.06,121.542,25.06,121.537,25.065,121.542,25.065,21,17,121.5395,25.0625
443,121.542,25.06,121.547,25.06,121.542,25.065,121.547,25.065,21,18,121.5445,25.0625
444,121.547,25.06,121.552,25.06,121.547,25.065,121.552,25.065,21,19,121.5495,25.0625
445,121.552,25.06,121.557,25.06,121.552,25.065,121.557,25.065,21,20,121.5545,25.0625
446,121.557,25.06,121.562,25.06,121.557,25.065,121.562,25.065,21,21,121.5595,25.0625
447,121.562,25.06,121.567,25.06,121.562,25.065,121.567,25.065,21,22,121.5645,25.0625
448,121.567,25.06,121.572,25.06,121.567,25.065,121.572,25.065,21,23,121.5695,25.0625
449,121.572,25.06,121.577,25.06,121.572,25.065,121.577,25.065,21,24,121.5745,25.0625
450,121.577,25.06,121.582,25.06,121.577,25.065,121.582,25.065,21,25,121.5795,25.0625
451,121.582,25.06,121.587,25.06,121.582,25.065,121.587,25.065,21,26,121.5845,25.0625
452,121.587,25.06,121.592,25.06,121.587,25.065,121.592,25.065,21,27,121.5895,25.0625
453,121.592,25.06,121.597,25.06,121.592,25.065,121.597,25.065,21,28,121.5945,25.0625
454,121.597,25.06,121.602,25.06,121.597,25.065,121.602,25.065,21,29,121.5995,25.0625
455,121.602,25.06,121.607,25.06,121.602,25.065,121.607,25.065,21,30,121.6045,25.0625
456,121.607,25.06,121.612,25.06,121.607,25.065,121.612,25.065,21,31,121.6095,25.0625
457,121.612,25.06,121.617,25.06,121.612,25.065,121.617,25.065,21,32,121.6145,25.0625
458,121.617,25.06,121.622,25.06,121.617,25.065,121.622,25.065,21,33,121.6195,25.0625
459,121.507,25.065,121.512,25.065,121.507,25.07,121.512,25.07,22,11,121.5095,25.0675
460,121.512,25.065,121.517,25.065,121.512,25.07,121.517,25.07,22,12,121.5145,25.0675
461,121.517,25.065,121.522,25.065,121.517,25.07,121.522,25.07,22,13,121.5195,25.0675
462,121.522,25.065,121.527,25.065,121.522,25.07,121.527,25.07,22,14,121.5245,25.0675
463,121.527,25.065,121.532,25.065,121.527,25.07,121.532,25.07,22,15,121.5295,25.0675
464,121.532,25.065,121.537,25.065,121.532,25.07,121.537,25.07,22,16,121.5345,25.0675
465,121.537,25.065,121.542,25.065,121.537,25.07,121.542,25.07,22,17,121.5395,25.0675
466,121.542,25.065,121.547,25.065,121.542,25.07,121.547,25.07,22,18,121.5445,25.0675
467,121.547,25.065,121.552,25.065,121.547,25.07,121.552,25.07,22,19,121.5495,25.0675
468,121.552,25.065,121.557,25.065,121.552,25.07,121.557,25.07,22,20,121.5545,25.0675
469,121.557,25.065,121.562,25.065,121.557,25.07,121.562,25.07,22,21,121.5595,25.0675
470,121.562,25.065,121.567,25.065,121.562,25.07,121.567,25.07,22,22,121.5645,25.0675
471,121.567,25.065,121.572,25.065,121.567,25.07,121.572,25.07,22,23,121.5695,25.0675
472,121.572,25.065,121.577,25.065,121.572,25.07,121.577,25.07,22,24,121.5745,25.0675
473,121.577,25.065,121.582,25.065,121.577,25.07,121.582,25.07,22,25,121.5795,25.0675
474,121.582,25.065,121.587,25.065,121.582,25.07,121.587,25.07,22,26,121.5845,25.0675
475,121.587,25.065,121.592,25.065,121.587,25.07,121.592,25.07,22,27,121.5895,25.0675
476,121.592,25.065,121.597,25.065,121.592,25.07,121.597,25.07,22,28,121.5945,25.0675
477,121.597,25.065,121.602,25.065,121.597,25.07,121.602,25.07,22,29,121.5995,25.0675
478,121.602,25.065,121.607,25.065,121.602,25.07,121.607,25.07,22,30,121.6045,25.0675
479,121.607,25.065,121.612,25.065,121.607,25.07,121.612,25.07,22,31,121.6095,25.0675
480,121.612,25.065,121.617,25.065,121.612,25.07,121.617,25.07,22,32,121.6145,25.0675
481,121.617,25.065,121.622,25.065,121.617,25.07,121.622,25.07,22,33,121.6195,25.0675
482,121.502,25.07,121.507,25.07,121.502,25.075,121.507,25.075,23,10,121.5045,25.0725
483,121.507,25.07,121.512,25.07,121.507,25.075,121.512,25.075,23,11,121.5095,25.0725
484,121.512,25.07,121.517,25.07,121.512,25.075,121.517,25.075,23,12,121.5145,25.0725
485,121.517,25.07,121.522,25.07,121.517,25.075,121.522,25.075,23,13,121.5195,25.0725
486,121.522,25.07,121.527,25.07,121.522,25.075,121.527,25.075,23,14,121.5245,25.0725
487,121.527,25.07,121.532,25.07,121.527,25.075,121.532,25.075,23,15,121.5295,25.0725
488,121.532,25.07,121.537,25.07,121.532,25.075,121.537,25.075,23,16,121.5345,25.0725
489,121.537,25.07,121.542,25.07,121.537,25.075,121.542,25.075,23,17,121.5395,25.0725
490,121.542,25.07,121.547,25.07,121.542,25.075,121.547,25.075,23,18,121.5445,25.0725
491,121.547,25.07,121.552,25.07,121.547,25.075,121.552,25.075,23,19,121.5495,25.0725
492,121.552,25.07,121.557,25.07,121.552,25.075,121.557,25.075,23,20,121.5545,25.0725
493,121.557,25.07,121.562,25.07,121.557,25.075,121.562,25.075,23,21,121.5595,25.0725
494,121.562,25.07,121.567,25.07,121.562,25.075,121.567,25.075,23,22,121.5645,25.0725
495,121.567,25.07,121.572,25.07,121.567,25.075,121.572,25.075,23,23,121.5695,25.0725
496,121.572,25.07,121.577,25.07,121.572,25.075,121.577,25.075,23,24,121.5745,25.0725
497,121.577,25.07,121.582,25.07,121.577,25.075,121.582,25.075,23,25,121.5795,25.0725
498,121.582,25.07,121.587,25.07,121.582,25.075,121.587,25.075,23,26,121.5845,25.0725
499,121.587,25.07,121.592,25.07,121.587,25.075,121.592,25.075,23,27,121.5895,25.0725
500,121.592,25.07,121.597,25.07,121.592,25.075,121.597,25.075,23,28,121.5945,25.0725
501,121.597,25.07,121.602,25.07,121.597,25.075,121.602,25.075,23,29,121.5995,25.0725
502,121.602,25.07,121.607,25.07,121.602,25.075,121.607,25.075,23,30,121.6045,25.0725
503,121.607,25.07,121.612,25.07,121.607,25.075,121.612,25.075,23,31,121.6095,25.0725
504,121.612,25.07,121.617,25.07,121.612,25.075,121.617,25.075,23,32,121.6145,25.0725
505,121.617,25.07,121.622,25.07,121.617,25.075,121.622,25.075,23,33,121.6195,25.0725
506,121.622,25.07,121.627,25.07,121.622,25.075,121.627,25.075,23,34,121.6245,25.0725
507,121.502,25.075,121.507,25.075,121.502,25.08,121.507,25.08,24,10,121.5045,25.0775
508,121.507,25.075,121.512,25.075,121.507,25.08,121.512,25.08,24,11,121.5095,25.0775
509,121.512,25.075,121.517,25.075,121.512,25.08,121.517,25.08,24,12,121.5145,25.0775
510,121.517,25.075,121.522,25.075,121.517,25.08,121.522,25.08,24,13,121.5195,25.0775
511,121.522,25.075,121.527,25.075,121.522,25.08,121.527,25.08,24,14,121.5245,25.0775
512,121.527,25.075,121.532,25.075,121.527,25.08,121.532,25.08,24,15,121.5295,25.0775
513,121.532,25.075,121.537,25.075,121.532,25.08,121.537,25.08,24,16,121.5345,25.0775
514,121.537,25.075,121.542,25.075,121.537,25.08,121.542,25.08,24,17,121.5395,25.0775
515,121.542,25.075,121.547,25.075,121.542,25.08,121.547,25.08,24,18,121.5445,25.0775
516,121.547,25.075,121.552,25.075,121.547,25.08,121.552,25.08,24,19,121.5495,25.0775
517,121.552,25.075,121.557,25.075,121.552,25.08,121.557,25.08,24,20,121.5545,25.0775
518,121.557,25.075,121.562,25.075,121.557,25.08,121.562,25.08,24,21,121.5595,25.0775
519,121.562,25.075,121.567,25.075,121.562,25.08,121.567,25.08,24,22,121.5645,25.0775
520,121.567,25.075,121.572,25.075,121.567,25.08,121.572,25.08,24,23,121.5695,25.0775
521,121.572,25.075,121.577,25.075,121.572,25.08,121.577,25.08,24,24,121.5745,25.0775
522,121.577,25.075,121.582,25.075,121.577,25.08,121.582,25.08,24,25,121.5795,25.0775
523,121.582,25.075,121.587,25.075,121.582,25.08,121.587,25.08,24,26,121.5845,25.0775
524,121.587,25.075,121.592,25.075,121.587,25.08,121.592,25.08,24,27,121.5895,25.0775
525,121.592,25.075,121.597,25.075,121.592,25.08,121.597,25.08,24,28,121.5945,25.0775
526,121.597,25.075,121.602,25.075,121.597,25.08,121.602,25.08,24,29,121.5995,25.0775
527,121.602,25.075,121.607,25.075,121.602,25.08,121.607,25.08,24,30,121.6045,25.0775
528,121.607,25.075,121.612,25.075,121.607,25.08,121.612,25.08,24,31,121.6095,25.0775
529,121.612,25.075,121.617,25.075,121.612,25.08,121.617,25.08,24,32,121.6145,25.0775
530,121.617,25.075,121.622,25.075,121.617,25.08,121.622,25.08,24,33,121.6195,25.0775
531,121.622,25.075,121.627,25.075,121.622,25.08,121.627,25.08,24,34,121.6245,25.0775
532,121.502,25.08,121.507,25.08,121.502,25.085,121.507,25.085,25,10,121.5045,25.0825
533,121.507,25.08,121.512,25.08,121.507,25.085,121.512,25.085,25,11,121.5095,25.0825
534,121.512,25.08,121.517,25.08,121.512,25.085,121.517,25.085,25,12,121.5145,25.0825
535,121.517,25.08,121.522,25.08,121.517,25.085,121.522,25.085,25,13,121.5195,25.0825
536,121.522,25.08,121.527,25.08,121.522,25.085,121.527,25.085,25,14,121.5245,25.0825
537,121.527,25.08,121.532,25.08,121.527,25.085,121.532,25.085,25,15,121.5295,25.0825
538,121.532,25.08,121.537,25.08,121.532,25.085,121.537,25.085,25,16,121.5345,25.0825
539,121.537,25.08,121.542,25.08,121.537,25.085,121.542,25.085,25,17,121.5395,25.0825
540,121.542,25.08,121.547,25.08,121.542,25.085,121.547,25.085,25,18,121.5445,25.0825
541,121.547,25.08,121.552,25.08,121.547,25.085,121.552,25.085,25,19,121.5495,25.0825
542,121.552,25.08,121.557,25.08,121.552,25.085,121.557,25.085,25,20,121.5545,25.0825
543,121.557,25.08,121.562,25.08,121.557,25.085,121.562,25.085,25,21,121.5595,25.0825
544,121.562,25.08,121.567,25.08,121.562,25.085,121.567,25.085,25,22,121.5645,25.0825
545,121.567,25.08,121.572,25.08,121.567,25.085,121.572,25.085,25,23,121.5695,25.0825
546,121.572,25.08,121.577,25.08,121.572,25.085,121.577,25.085,25,24,121.5745,25.0825
547,121.577,25.08,121.582,25.08,121.577,25.085,121.582,25.085,25,25,121.5795,25.0825
548,121.582,25.08,121.587,25.08,121.582,25.085,121.587,25.085,25,26,121.5845,25.0825
549,121.587,25.08,121.592,25.08,121.587,25.085,121.592,25.085,25,27,121.5895,25.0825
550,121.592,25.08,121.597,25.08,121.592,25.085,121.597,25.085,25,28,121.5945,25.0825
551,121.597,25.08,121.602,25.08,121.597,25.085,121.602,25.085,25,29,121.5995,25.0825
552,121.602,25.08,121.607,25.08,121.602,25.085,121.607,25.085,25,30,121.6045,25.0825
553,121.607,25.08,121.612,25.08,121.607,25.085,121.612,25.085,25,31,121.6095,25.0825
554,121.612,25.08,121.617,25.08,121.612,25.085,121.617,25.085,25,32,121.6145,25.0825
555,121.617,25.08,121.622,25.08,121.617,25.085,121.622,25.085,25,33,121.6195,25.0825
556,121.622,25.08,121.627,25.08,121.622,25.085,121.627,25.085,25,34,121.6245,25.0825
557,121.627,25.08,121.632,25.08,121.627,25.085,121.632,25.085,25,35,121.6295,25.0825
558,121.497,25.085,121.502,25.085,121.497,25.09,121.502,25.09,26,9,121.4995,25.0875
559,121.502,25.085,121.507,25.085,121.502,25.09,121.507,25.09,26,10,121.5045,25.0875
560,121.507,25.085,121.512,25.085,121.507,25.09,121.512,25.09,26,11,121.5095,25.0875
561,121.512,25.085,121.517,25.085,121.512,25.09,121.517,25.09,26,12,121.5145,25.0875
562,121.517,25.085,121.522,25.085,121.517,25.09,121.522,25.09,26,13,121.5195,25.0875
563,121.522,25.085,121.527,25.085,121.522,25.09,121.527,25.09,26,14,121.5245,25.0875
564,121.527,25.085,121.532,25.085,121.527,25.09,121.532,25.09,26,15,121.5295,25.0875
565,121.532,25.085,121.537,25.085,121.532,25.09,121.537,25.09,26,16,121.5345,25.0875
566,121.537,25.085,121.542,25.085,121.537,25.09,121.542,25.09,26,17,121.5395,25.0875
567,121.542,25.085,121.547,25.085,121.542,25.09,121.547,25.09,26,18,121.5445,25.0875
568,121.547,25.085,121.552,25.085,121.547,25.09,121.552,25.09,26,19,121.5495,25.0875
569,121.552,25.085,121.557,25.085,121.552,25.09,121.557,25.09,26,20,121.5545,25.0875
570,121.557,25.085,121.562,25.085,121.557,25.09,121.562,25.09,26,21,121.5595,25.0875
571,121.562,25.085,121.567,25.085,121.562,25.09,121.567,25.09,26,22,121.5645,25.0875
572,121.567,25.085,121.572,25.085,121.567,25.09,121.572,25.09,26,23,121.5695,25.0875
573,121.572,25.085,121.577,25.085,121.572,25.09,121.577,25.09,26,24,121.5745,25.0875
574,121.577,25.085,121.582,25.085,121.577,25.09,121.582,25.09,26,25,121.5795,25.0875
575,121.582,25.085,121.587,25.085,121.582,25.09,121.587,25.09,26,26,121.5845,25.0875
576,121.587,25.085,121.592,25.085,121.587,25.09,121.592,25.09,26,27,121.5895,25.0875
577,121.592,25.085,121.597,25.085,121.592,25.09,121.597,25.09,26,28,121.5945,25.0875
578,121.597,25.085,121.602,25.085,121.597,25.09,121.602,25.09,26,29,121.5995,25.0875
579,121.602,25.085,121.607,25.085,121.602,25.09,121.607,25.09,26,30,121.6045,25.0875
580,121.607,25.085,121.612,25.085,121.607,25.09,121.612,25.09,26,31,121.6095,25.0875
581,121.612,25.085,121.617,25.085,121.612,25.09,121.617,25.09,26,32,121.6145,25.0875
