"noindex","log1","lat1","log2","lat2","log3","lat3","log4","lat4","row","col","centerlog","centerlat"
582,121.617,25.085,121.622,25.085,121.617,25.09,121.622,25.09,26,33,121.6195,25.0875
583,121.622,25.085,121.627,25.085,121.622,25.09,121.627,25.09,26,34,121.6245,25.0875
584,121.627,25.085,121.632,25.085,121.627,25.09,121.632,25.09,26,35,121.6295,25.0875
585,121.487,25.09,121.492,25.09,121.487,25.095,121.492,25.095,27,7,121.4895,25.0925
586,121.492,25.09,121.497,25.09,121.492,25.095,121.497,25.095,27,8,121.4945,25.0925
587,121.497,25.09,121.502,25.09,121.497,25.095,121.502,25.095,27,9,121.4995,25.0925
588,121.502,25.09,121.507,25.09,121.502,25.095,121.507,25.095,27,10,121.5045,25.0925
589,121.507,25.09,121.512,25.09,121.507,25.095,121.512,25.095,27,11,121.5095,25.0925
590,121.512,25.09,121.517,25.09,121.512,25.095,121.517,25.095,27,12,121.5145,25.0925
591,121.517,25.09,121.522,25.09,121.517,25.095,121.522,25.095,27,13,121.5195,25.0925
592,121.522,25.09,121.527,25.09,121.522,25.095,121.527,25.095,27,14,121.5245,25.0925
593,121.527,25.09,121.532,25.09,121.527,25.095,121.532,25.095,27,15,121.5295,25.0925
594,121.532,25.09,121.537,25.09,121.532,25.095,121.537,25.095,27,16,121.5345,25.0925
595,121.537,25.09,121.542,25.09,121.537,25.095,121.542,25.095,27,17,121.5395,25.0925
596,121.542,25.09,121.547,25.09,121.542,25.095,121.547,25.095,27,18,121.5445,25.0925
597,121.547,25.09,121.552,25.09,121.547,25.095,121.552,25.095,27,19,121.5495,25.0925
598,121.552,25.09,121.557,25.09,121.552,25.095,121.557,25.095,27,20,121.5545,25.0925
599,121.557,25.09,121.562,25.09,121.557,25.095,121.562,25.095,27,21,121.5595,25.0925
600,121.562,25.09,121.567,25.09,121.562,25.095,121.567,25.095,27,22,121.5645,25.0925
601,121.567,25.09,121.572,25.09,121.567,25.095,121.572,25.095,27,23,121.5695,25.0925
602,121.572,25.09,121.577,25.09,121.572,25.095,121.577,25.095,27,24,121.5745,25.0925
603,121.577,25.09,121.582,25.09,121.577,25.095,121.582,25.095,27,25,121.5795,25.0925
604,121.582,25.09,121.587,25.09,121.582,25.095,121.587,25.095,27,26,121.5845,25.0925
605,121.587,25.09,121.592,25.09,121.587,25.095,121.592,25.095,27,27,121.5895,25.0925
606,121.592,25.09,121.597,25.09,121.592,25.095,121.597,25.095,27,28,121.5945,25.0925
607,121.597,25.09,121.602,25.09,121.597,25.095,121.602,25.095,27,29,121.5995,25.0925
608,121.602,25.09,121.607,25.09,121.602,25.095,121.607,25.095,27,30,121.6045,25.0925
609,121.607,25.09,121.612,25.09,121.607,25.095,121.612,25.095,27,31,121.6095,25.0925
610,121.612,25.09,121.617,25.09,121.612,25.095,121.617,25.095,27,32,121.6145,25.0925
611,121.617,25.09,121.622,25.09,121.617,25.095,121.622,25.095,27,33,121.6195,25.0925
612,121.622,25.09,121.627,25.09,121.622,25.095,121.627,25.095,27,34,121.6245,25.0925
613,121.482,25.095,121.487,25.095,121.482,25.1,121.487,25.1,28,6,121.4845,25.0975
614,121.487,25.095,121.492,25.095,121.487,25.1,121.492,25.1,28,7,121.4895,25.0975
615,121.492,25.095,121.497,25.095,121.492,25.1,121.497,25.1,28,8,121.4945,25.0975
616,121.497,25.095,121.502,25.095,121.497,25.1,121.502,25.1,28,9,121.4995,25.0975
617,121.502,25.095,121.507,25.095,121.502,25.1,121.507,25.1,28,10,121.5045,25.0975
618,121.507,25.095,121.512,25.095,121.507,25.1,121.512,25.1,28,11,121.5095,25.0975
619,121.512,25.095,121.517,25.095,121.512,25.1,121.517,25.1,28,12,121.5145,25.0975
620,121.517,25.095,121.522,25.095,121.517,25.1,121.522,25.1,28,13,121.5195,25.0975
621,121.522,25.095,121.527,25.095,121.522,25.1,121.527,25.1,28,14,121.5245,25.0975
622,121.527,25.095,121.532,25.095,121.527,25.1,121.532,25.1,28,15,121.5295,25.0975
623,121.532,25.095,121.537,25.095,121.532,25.1,121.537,25.1,28,16,121.5345,25.0975
624,121.537,25.095,121.542,25.095,121.537,25.1,121.542,25.1,28,17,121.5395,25.0975
625,121.542,25.095,121.547,25.095,121.542,25.1,121.547,25.1,28,18,121.5445,25.0975
626,121.547,25.095,121.552,25.095,121.547,25.1,121.552,25.1,28,19,121.5495,25.0975
627,121.552,25.095,121.557,25.095,121.552,25.1,121.557,25.1,28,20,121.5545,25.0975
628,121.557,25.095,121.562,25.095,121.557,25.1,121.562,25.1,28,21,121.5595,25.0975
629,121.562,25.095,121.567,25.095,121.562,25.1,121.567,25.1,28,22,121.5645,25.0975
630,121.567,25.095,121.572,25.095,121.567,25.1,121.572,25.1,28,23,121.5695,25.0975
631,121.572,25.095,121.577,25.095,121.572,25.1,121.577,25.1,28,24,121.5745,25.0975
632,121.577,25.095,121.582,25.095,121.577,25.1,121.582,25.1,28,25,121.5795,25.0975
633,121.582,25.095,121.587,25.095,121.582,25.1,121.587,25.1,28,26,121.5845,25.0975
634,121.587,25.095,121.592,25.095,121.587,25.1,121.592,25.1,28,27,121.5895,25.0975
635,121.592,25.095,121.597,25.095,121.592,25.1,121.597,25.1,28,28,121.5945,25.0975
636,121.597,25.095,121.602,25.095,121.597,25.1,121.602,25.1,28,29,121.5995,25.0975
637,121.602,25.095,121.607,25.095,121.602,25.1,121.607,25.1,28,30,121.6045,25.0975
638,121.607,25.095,121.612,25.095,121.607,25.1,121.612,25.1,28,31,121.6095,25.0975
639,121.612,25.095,121.617,25.095,121.612,25.1,121.617,25.1,28,32,121.6145,25.0975
640,121.617,25.095,121.622,25.095,121.617,25.1,121.622,25.1,28,33,121.6195,25.0975
641,121.622,25.095,121.627,25.095,121.622,25.1,121.627,25.1,28,34,121.6245,25.0975
642,121.457,25.1,121.462,25.1,121.457,25.105,121.462,25.105,29,1,121.4595,25.1025
643,121.462,25.1,121.467,25.1,121.462,25.105,121.467,25.105,29,2,121.4645,25.1025
644,121.467,25.1,121.472,25.1,121.467,25.105,121.472,25.105,29,3,121.4695,25.1025
645,121.472,25.1,121.477,25.1,121.472,25.105,121.477,25.105,29,4,121.4745,25.1025
646,121.477,25.1,121.482,25.1,121.477,25.105,121.482,25.105,29,5,121.4795,25.1025
647,121.482,25.1,121.487,25.1,121.482,25.105,121.487,25.105,29,6,121.4845,25.1025
648,121.487,25.1,121.492,25.1,121.487,25.105,121.492,25.105,29,7,121.4895,25.1025
649,121.492,25.1,121.497,25.1,121.492,25.105,121.497,25.105,29,8,121.4945,25.1025
650,121.497,25.1,121.502,25.1,121.497,25.105,121.502,25.105,29,9,121.4995,25.1025
651,121.502,25.1,121.507,25.1,121.502,25.105,121.507,25.105,29,10,121.5045,25.1025
652,121.507,25.1,121.512,25.1,121.507,25.105,121.512,25.105,29,11,121.5095,25.1025
653,121.512,25.1,121.517,25.1,121.512,25.105,121.517,25.105,29,12,121.5145,25.1025
654,121.517,25.1,121.522,25.1,121.517,25.105,121.522,25.105,29,13,121.5195,25.1025
655,121.522,25.1,121.527,25.1,121.522,25.105,121.527,25.105,29,14,121.5245,25.1025
656,121.527,25.1,121.532,25.1,121.527,25.105,121.532,25.105,29,15,121.5295,25.1025
657,121.532,25.1,121.537,25.1,121.532,25.105,121.537,25.105,29,16,121.5345,25.1025
658,121.537,25.1,121.542,25.1,121.537,25.105,121.542,25.105,29,17,121.5395,25.1025
659,121.542,25.1,121.547,25.1,121.542,25.105,121.547,25.105,29,18,121.5445,25.1025
660,121.547,25.1,121.552,25.1,121.547,25.105,121.552,25.105,29,19,121.5495,25.1025
661,121.552,25.1,121.557,25.1,121.552,25.105,121.557,25.105,29,20,121.5545,25.1025
662,121.557,25.1,121.562,25.1,121.557,25.105,121.562,25.105,29,21,121.5595,25.1025
663,121.562,25.1,121.567,25.1,121.562,25.105,121.567,25.105,29,22,121.5645,25.1025
664,121.567,25.1,121.572,25.1,121.567,25.105,121.572,25.105,29,23,121.5695,25.1025
665,121.572,25.1,121.577,25.1,121.572,25.105,121.577,25.105,29,24,121.5745,25.1025
666,121.577,25.1,121.582,25.1,121.577,25.105,121.582,25.105,29,25,121.5795,25.1025
667,121.582,25.1,121.587,25.1,121.582,25.105,121.587,25.105,29,26,121.5845,25.1025
668,121.587,25.1,121.592,25.1,121.587,25.105,121.592,25.105,29,27,121.5895,25.1025
669,121.592,25.1,121.597,25.1,121.592,25.105,121.597,25.105,29,28,121.5945,25.1025
670,121.597,25.1,121.602,25.1,121.597,25.105,121.602,25.105,29,29,121.5995,25.1025
671,121.602,25.1,121.607,25.1,121.602,25.105,121.607,25.105,29,30,121.6045,25.1025
672,121.607,25.1,121.612,25.1,121.607,25.105,121.612,25.105,29,31,121.6095,25.1025
673,121.612,25.1,121.617,25.1,121.612,25.105,121.617,25.105,29,32,121.6145,25.1025
674,121.617,25.1,121.622,25.1,121.617,25.105,121.622,25.105,29,33,121.6195,25.1025
675,121.457,25.105,121.462,25.105,121.457,25.11,121.462,25.11,30,1,121.4595,25.1075
676,121.462,25.105,121.467,25.105,121.462,25.11,121.467,25.11,30,2,121.4645,25.1075
677,121.467,25.105,121.472,25.105,121.467,25.11,121.472,25.11,30,3,121.4695,25.1075
678,121.472,25.105,121.477,25.105,121.472,25.11,121.477,25.11,30,4,121.4745,25.1075
679,121.477,25.105,121.482,25.105,121.477,25.11,121.482,25.11,30,5,121.4795,25.1075
680,121.482,25.105,121.487,25.105,121.482,25.11,121.487,25.11,30,6,121.4845,25.1075
681,121.487,25.105,121.492,25.105,121.487,25.11,121.492,25.11,30,7,121.4895,25.1075
682,121.492,25.105,121.497,25.105,121.492,25.11,121.497,25.11,30,8,121.4945,25.1075
683,121.497,25.105,121.502,25.105,121.497,25.11,121.502,25.11,30,9,121.4995,25.1075
684,121.502,25.105,121.507,25.105,121.502,25.11,121.507,25.11,30,10,121.5045,25.1075
685,121.507,25.105,121.512,25.105,121.507,25.11,121.512,25.11,30,11,121.5095,25.1075
686,121.512,25.105,121.517,25.105,121.512,25.11,121.517,25.11,30,12,121.5145,25.1075
687,121.517,25.105,121.522,25.105,121.517,25.11,121.522,25.11,30,13,121.5195,25.1075
688,121.522,25.105,121.527,25.105,121.522,25.11,121.527,25.11,30,14,121.5245,25.1075
689,121.527,25.105,121.532,25.105,121.527,25.11,121.532,25.11,30,15,121.5295,25.1075
690,121.532,25.105,121.537,25.105,121.532,25.11,121.537,25.11,30,16,121.5345,25.1075
691,121.537,25.105,121.542,25.105,121.537,25.11,121.542,25.11,30,17,121.5395,25.1075
692,121.542,25.105,121.547,25.105,121.542,25.11,121.547,25.11,30,18,121.5445,25.1075
693,121.547,25.105,121.552,25.105,121.547,25.11,121.552,25.11,30,19,121.5495,25.1075
694,121.552,25.105,121.557,25.105,121.552,25.11,121.557,25.11,30,20,121.5545,25.1075
695,121.557,25.105,121.562,25.105,121.557,25.11,121.562,25.11,30,21,121.5595,25.1075
696,121.562,25.105,121.567,25.105,121.562,25.11,121.567,25.11,30,22,121.5645,25.1075
697,121.567,25.105,121.572,25.105,121.567,25.11,121.572,25.11,30,23,121.5695,25.1075
698,121.572,25.105,121.577,25.105,121.572,25.11,121.577,25.11,30,24,121.5745,25.1075
699,121.577,25.105,121.582,25.105,121.577,25.11,121.582,25.11,30,25,121.5795,25.1075
700,121.582,25.105,121.587,25.105,121.582,25.11,121.587,25.11,30,26,121.5845,25.1075
701,121.587,25.105,121.592,25.105,121.587,25.11,121.592,25.11,30,27,121.5895,25.1075
702,121.592,25.105,121.597,25.105,121.592,25.11,121.597,25.11,30,28,121.5945,25.1075
703,121.597,25.105,121.602,25.105,121.597,25.11,121.602,25.11,30,29,121.5995,25.1075
704,121.602,25.105,121.607,25.105,121.602,25.11,121.607,25.11,30,30,121.6045,25.1075
705,121.607,25.105,121.612,25.105,121.607,25.11,121.612,25.11,30,31,121.6095,25.1075
706,121.457,25.11,121.462,25.11,121.457,25.115,121.462,25.115,31,1,121.4595,25.1125
707,121.462,25.11,121.467,25.11,121.462,25.115,121.467,25.115,31,2,121.4645,25.1125
708,121.467,25.11,121.472,25.11,121.467,25.115,121.472,25.115,31,3,121.4695,25.1125
709,121.472,25.11,121.477,25.11,121.472,25.115,121.477,25.115,31,4,121.4745,25.1125
710,121.477,25.11,121.482,25.11,121.477,25.115,121.482,25.115,31,5,121.4795,25.1125
711,121.482,25.11,121.487,25.11,121.482,25.115,121.487,25.115,31,6,121.4845,25.1125
712,121.487,25.11,121.492,25.11,121.487,25.115,121.492,25.115,31,7,121.4895,25.1125
713,121.492,25.11,121.497,25.11,121.492,25.115,121.497,25.115,31,8,121.4945,25.1125
714,121.497,25.11,121.502,25.11,121.497,25.115,121.502,25.115,31,9,121.4995,25.1125
715,121.502,25.11,121.507,25.11,121.502,25.115,121.507,25.115,31,10,121.5045,25.1125
716,121.507,25.11,121.512,25.11,121.507,25.115,121.512,25.115,31,11,121.5095,25.1125
717,121.512,25.11,121.517,25.11,121.512,25.115,121.517,25.115,31,12,121.5145,25.1125
718,121.517,25.11,121.522,25.11,121.517,25.115,121.522,25.115,31,13,121.5195,25.1125
719,121.522,25.11,121.527,25.11,121.522,25.115,121.527,25.115,31,14,121.5245,25.1125
720,121.527,25.11,121.532,25.11,121.527,25.115,121.532,25.115,31,15,121.5295,25.1125
721,121.532,25.11,121.537,25.11,121.532,25.115,121.537,25.115,31,16,121.5345,25.1125
722,121.537,25.11,121.542,25.11,121.537,25.115,121.542,25.115,31,17,121.5395,25.1125
723,121.542,25.11,121.547,25.11,121.542,25.115,121.547,25.115,31,18,121.5445,25.1125
724,121.547,25.11,121.552,25.11,121.547,25.115,121.552,25.115,31,19,121.5495,25.1125
725,121.552,25.11,121.557,25.11,121.552,25.115,121.557,25.115,31,20,121.5545,25.1125
726,121.557,25.11,121.562,25.11,121.557,25.115,121.562,25.115,31,21,121.5595,25.1125
727,121.562,25.11,121.567,25.11,121.562,25.115,121.567,25.115,31,22,121.5645,25.1125
728,121.567,25.11,121.572,25.11,121.567,25.115,121.572,25.115,31,23,121.5695,25.1125
729,121.572,25.11,121.577,25.11,121.572,25.115,121.577,25.115,31,24,121.5745,25.1125
730,121.577,25.11,121.582,25.11,121.577,25.115,121.582,25.115,31,25,121.5795,25.1125
731,121.582,25.11,121.587,25.11,121.582,25.115,121.587,25.115,31,26,121.5845,25.1125
732,121.587,25.11,121.592,25.11,121.587,25.115,121.592,25.115,31,27,121.5895,25.1125
733,121.592,25.11,121.597,25.11,121.592,25.115,121.597,25.115,31,28,121.5945,25.1125
734,121.457,25.115,121.462,25.115,121.457,25.12,121.462,25.12,32,1,121.4595,25.1175
735,121.462,25.115,121.467,25.115,121.462,25.12,121.467,25.12,32,2,121.4645,25.1175
736,121.467,25.115,121.472,25.115,121.467,25.12,121.472,25.12,32,3,121.4695,25.1175
737,121.472,25.115,121.477,25.115,121.472,25.12,121.477,25.12,32,4,121.4745,25.1175
738,121.477,25.115,121.482,25.115,121.477,25.12,121.482,25.12,32,5,121.4795,25.1175
739,121.482,25.115,121.487,25.115,121.482,25.12,121.487,25.12,32,6,121.4845,25.1175
740,121.487,25.115,121.492,25.115,121.487,25.12,121.492,25.12,32,7,121.4895,25.1175
741,121.492,25.115,121.497,25.115,121.492,25.12,121.497,25.12,32,8,121.4945,25.1175
742,121.497,25.115,121.502,25.115,121.497,25.12,121.502,25.12,32,9,121.4995,25.1175
743,121.502,25.115,121.507,25.115,121.502,25.12,121.507,25.12,32,10,121.5045,25.1175
744,121.507,25.115,121.512,25.115,121.507,25.12,121.512,25.12,32,11,121.5095,25.1175
745,121.512,25.115,121.517,25.115,121.512,25.12,121.517,25.12,32,12,121.5145,25.1175
746,121.517,25.115,121.522,25.115,121.517,25.12,121.522,25.12,32,13,121.5195,25.1175
747,121.522,25.115,121.527,25.115,121.522,25.12,121.527,25.12,32,14,121.5245,25.1175
748,121.527,25.115,121.532,25.115,121.527,25.12,121.532,25.12,32,15,121.5295,25.1175
749,121.532,25.115,121.537,25.115,121.532,25.12,121.537,25.12,32,16,121.5345,25.1175
750,121.537,25.115,121.542,25.115,121.537,25.12,121.542,25.12,32,17,121.5395,25.1175
751,121.542,25.115,121.547,25.115,121.542,25.12,121.547,25.12,32,18,121.5445,25.1175
752,121.547,25.115,121.552,25.115,121.547,25.12,121.552,25.12,32,19,121.5495,25.1175
753,121.552,25.115,121.557,25.115,121.552,25.12,121.557,25.12,32,20,121.5545,25.1175
754,121.557,25.115,121.562,25.115,121.557,25.12,121.562,25.12,32,21,121.5595,25.1175
755,121.562,25.115,121.567,25.115,121.562,25.12,121.567,25.12,32,22,121.5645,25.1175
756,121.567,25.115,121.572,25.115,121.567,25.12,121.572,25.12,32,23,121.5695,25.1175
757,121.572,25.115,121.577,25.115,121.572,25.12,121.577,25.12,32,24,121.5745,25.1175
758,121.577,25.115,121.582,25.115,121.577,25.12,121.582,25.12,32,25,121.5795,25.1175
759,121.582,25.115,121.587,25.115,121.582,25.12,121.587,25.12,32,26,121.5845,25.1175
760,121.587,25.115,121.592,25.115,121.587,25.12,121.592,25.12,32,27,121.5895,25.1175
761,121.592,25.115,121.597,25.115,121.592,25.12,121.597,25.12,32,28,121.5945,25.1175
762,121.597,25.115,121.602,25.115,121.597,25.12,121.602,25.12,32,29,121.5995,25.1175
763,121.457,25.12,121.462,25.12,121.457,25.125,121.462,25.125,33,1,121.4595,25.1225
764,121.462,25.12,121.467,25.12,121.462,25.125,121.467,25.125,33,2,121.4645,25.1225
765,121.467,25.12,121.472,25.12,121.467,25.125,121.472,25.125,33,3,121.4695,25.1225
766,121.472,25.12,121.477,25.12,121.472,25.125,121.477,25.125,33,4,121.4745,25.1225
767,121.477,25.12,121.482,25.12,121.477,25.125,121.482,25.125,33,5,121.4795,25.1225
768,121.482,25.12,121.487,25.12,121.482,25.125,121.487,25.125,33,6,121.4845,25.1225
769,121.487,25.12,121.492,25.12,121.487,25.125,121.492,25.125,33,7,121.4895,25.1225
770,121.492,25.12,121.497,25.12,121.492,25.125,121.497,25.125,33,8,121.4945,25.1225
771,121.497,25.12,121.502,25.12,121.497,25.125,121.502,25.125,33,9,121.4995,25.1225
772,121.502,25.12,121.507,25.12,121.502,25.125,121.507,25.125,33,10,121.5045,25.1225
773,121.507,25.12,121.512,25.12,121.507,25.125,121.512,25.125,33,11,121.5095,25.1225
774,121.512,25.12,121.517,25.12,121.512,25.125,121.517,25.125,33,12,121.5145,25.1225
775,121.517,25.12,121.522,25.12,121.517,25.125,121.522,25.125,33,13,121.5195,25.1225
776,121.522,25.12,121.527,25.12,121.522,25.125,121.527,25.125,33,14,121.5245,25.1225
777,121.527,25.12,121.532,25.12,121.527,25.125,121.532,25.125,33,15,121.5295,25.1225
778,121.532,25.12,121.537,25.12,121.532,25.125,121.537,25.125,33,16,121.5345,25.1225
779,121.537,25.12,121.542,25.12,121.537,25.125,121.542,25.125,33,17,121.5395,25.1225
780,121.542,25.12,121.547,25.12,121.542,25.125,121.547,25.125,33,18,121.5445,25.1225
781,121.547,25.12,121.552,25.12,121.547,25.125,121.552,25.125,33,19,121.5495,25.1225
782,121.552,25.12,121.557,25.12,121.552,25.125,121.557,25.125,33,20,121.5545,25.1225
783,121.557,25.12,121.562,25.12,121.557,25.125,121.562,25.125,33,21,121.5595,25.1225
784,121.562,25.12,121.567,25.12,121.562,25.125,121.567,25.125,33,22,121.5645,25.1225
785,121.567,25.12,121.572,25.12,121.567,25.125,121.572,25.125,33,23,121.5695,25.1225
786,121.572,25.12,121.577,25.12,121.572,25.125,121.577,25.125,33,24,121.5745,25.1225
787,121.577,25.12,121.582,25.12,121.577,25.125,121.582,25.125,33,25,121.5795,25.1225
788,121.582,25.12,121.587,25.12,121.582,25.125,121.587,25.125,33,26,121.5845,25.1225
789,121.587,25.12,121.592,25.12,121.587,25.125,121.592,25.125,33,27,121.5895,25.1225
790,121.592,25.12,121.597,25.12,121.592,25.125,121.597,25.125,33,28,121.5945,25.1225
791,121.597,25.12,121.602,25.12,121.597,25.125,121.602,25.125,33,29,121.5995,25.1225
792,121.462,25.125,121.467,25.125,121.462,25.13,121.467,25.13,34,2,121.4645,25.1275
793,121.467,25.125,121.472,25.125,121.467,25.13,121.472,25.13,34,3,121.4695,25.1275
794,121.472,25.125,121.477,25.125,121.472,25.13,121.477,25.13,34,4,121.4745,25.1275
795,121.477,25.125,121.482,25.125,121.477,25.13,121.482,25.13,34,5,121.4795,25.1275
796,121.482,25.125,121.487,25.125,121.482,25.13,121.487,25.13,34,6,121.4845,25.1275
797,121.487,25.125,121.492,25.125,121.487,25.13,121.492,25.13,34,7,121.4895,25.1275
798,121.492,25.125,121.497,25.125,121.492,25.13,121.497,25.13,34,8,121.4945,25.1275
799,121.497,25.125,121.502,25.125,121.497,25.13,121.502,25.13,34,9,121.4995,25.1275
800,121.502,25.125,121.507,25.125,121.502,25.13,121.507,25.13,34,10,121.5045,25.1275
801,121.507,25.125,121.512,25.125,121.507,25.13,121.512,25.13,34,11,121.5095,25.1275
802,121.512,25.125,121.517,25.125,121.512,25.13,121.517,25.13,34,12,121.5145,25.1275
803,121.517,25.125,121.522,25.125,121.517,25.13,121.522,25.13,34,13,121.5195,25.1275
804,121.522,25.125,121.527,25.125,121.522,25.13,121.527,25.13,34,14,121.5245,25.1275
805,121.527,25.125,121.532,25.125,121.527,25.13,121.532,25.13,34,15,121.5295,25.1275
806,121.532,25.125,121.537,25.125,121.532,25.13,121.537,25.13,34,16,121.5345,25.1275
807,121.537,25.125,121.542,25.125,121.537,25.13,121.542,25.13,34,17,121.5395,25.1275
808,121.542,25.125,121.547,25.125,121.542,25.13,121.547,25.13,34,18,121.5445,25.1275
809,121.547,25.125,121.552,25.125,121.547,25.13,121.552,25.13,34,19,121.5495,25.1275
810,121.552,25.125,121.557,25.125,121.552,25.13,121.557,25.13,34,20,121.5545,25.1275
811,121.557,25.125,121.562,25.125,121.557,25.13,121.562,25.13,34,21,121.5595,25.1275
812,121.562,25.125,121.567,25.125,121.562,25.13,121.567,25.13,34,22,121.5645,25.1275
813,121.567,25.125,121.572,25.125,121.567,25.13,121.572,25.13,34,23,121.5695,25.1275
814,121.572,25.125,121.577,25.125,121.572,25.13,121.577,25.13,34,24,121.5745,25.1275
815,121.577,25.125,121.582,25.125,121.577,25.13,121.582,25.13,34,25,121.5795,25.1275
816,121.582,25.125,121.587,25.125,121.582,25.13,121.587,25.13,34,26,121.5845,25.1275
817,121.587,25.125,121.592,25.125,121.587,25.13,121.592,25.13,34,27,121.5895,25.1275
818,121.592,25.125,121.597,25.125,121.592,25.13,121.597,25.13,34,28,121.5945,25.1275
819,121.597,25.125,121.602,25.125,121.597,25.13,121.602,25.13,34,29,121.5995,25.1275
820,121.602,25.125,121.607,25.125,121.602,25.13,121.607,25.13,34,30,121.6045,25.1275
821,121.607,25.125,121.612,25.125,121.607,25.13,121.612,25.13,34,31,121.6095,25.1275
822,121.462,25.13,121.467,25.13,121.462,25.135,121.467,25.135,35,2,121.4645,25.1325
823,121.467,25.13,121.472,25.13,121.467,25.135,121.472,25.135,35,3,121.4695,25.1325
824,121.472,25.13,121.477,25.13,121.472,25.135,121.477,25.135,35,4,121.4745,25.1325
825,121.477,25.13,121.482,25.13,121.477,25.135,121.482,25.135,35,5,121.4795,25.1325
826,121.482,25.13,121.487,25.13,121.482,25.135,121.487,25.135,35,6,121.4845,25.1325
827,121.487,25.13,121.492,25.13,121.487,25.135,121.492,25.135,35,7,121.4895,25.1325
828,121.492,25.13,121.497,25.13,121.492,25.135,121.497,25.135,35,8,121.4945,25.1325
829,121.497,25.13,121.502,25.13,121.497,25.135,121.502,25.135,35,9,121.4995,25.1325
830,121.502,25.13,121.507,25.13,121.502,25.135,121.507,25.135,35,10,121.5045,25.1325
831,121.507,25.13,121.512,25.13,121.507,25.135,121.512,25.135,35,11,121.5095,25.1325
832,121.512,25.13,121.517,25.13,121.512,25.135,121.517,25.135,35,12,121.5145,25.1325
833,121.517,25.13,121.522,25.13,121.517,25.135,121.522,25.135,35,13,121.5195,25.1325
834,121.522,25.13,121.527,25.13,121.522,25.135,121.527,25.135,35,14,121.5245,25.1325
835,121.527,25.13,121.532,25.13,121.527,25.135,121.532,25.135,35,15,121.5295,25.1325
836,121.532,25.13,121.537,25.13,121.532,25.135,121.537,25.135,35,16,121.5345,25.1325
837,121.537,25.13,121.542,25.13,121.537,25.135,121.542,25.135,35,17,121.5395,25.1325
838,121.542,25.13,121.547,25.13,121.542,25.135,121.547,25.135,35,18,121.5445,25.1325
839,121.547,25.13,121.552,25.13,121.547,25.135,121.552,25.135,35,19,121.5495,25.1325
840,121.552,25.13,121.557,25.13,121.552,25.135,121.557,25.135,35,20,121.5545,25.1325
841,121.557,25.13,121.562,25.13,121.557,25.135,121.562,25.135,35,21,121.5595,25.1325
842,121.562,25.13,121.567,25.13,121.562,25.135,121.567,25.135,35,22,121.5645,25.1325
843,121.567,25.13,121.572,25.13,121.567,25.135,121.572,25.135,35,23,121.5695,25.1325
844,121.572,25.13,121.577,25.13,121.572,25.135,121.577,25.135,35,24,121.5745,25.1325
845,121.577,25.13,121.582,25.13,121.577,25.135,121.582,25.135,35,25,121.5795,25.1325
846,121.582,25.13,121.587,25.13,121.582,25.135,121.587,25.135,35,26,121.5845,25.1325
847,121.587,25.13,121.592,25.13,121.587,25.135,121.592,25.135,35,27,121.5895,25.1325
848,121.592,25.13,121.597,25.13,121.592,25.135,121.597,25.135,35,28,121.5945,25.1325
849,121.597,25.13,121.602,25.13,121.597,25.135,121.602,25.135,35,29,121.5995,25.1325
850,121.602,25.13,121.607,25.13,121.602,25.135,121.607,25.135,35,30,121.6045,25.1325
851,121.607,25.13,121.612,25.13,121.607,25.135,121.612,25.135,35,31,121.6095,25.1325
852,121.467,25.135,121.472,25.135,121.467,25.14,121.472,25.14,36,3,121.4695,25.1375
853,121.472,25.135,121.477,25.135,121.472,25.14,121.477,25.14,36,4,121.4745,25.1375
854,121.477,25.135,121.482,25.135,121.477,25.14,121.482,25.14,36,5,121.4795,25.1375
855,121.482,25.135,121.487,25.135,121.482,25.14,121.487,25.14,36,6,121.4845,25.1375
856,121.487,25.135,121.492,25.135,121.487,25.14,121.492,25.14,36,7,121.4895,25.1375
857,121.492,25.135,121.497,25.135,121.492,25.14,121.497,25.14,36,8,121.4945,25.1375
858,121.497,25.135,121.502,25.135,121.497,25.14,121.502,25.14,36,9,121.4995,25.1375
859,121.502,25.135,121.507,25.135,121.502,25.14,121.507,25.14,36,10,121.5045,25.1375
860,121.507,25.135,121.512,25.135,121.507,25.14,121.512,25.14,36,11,121.5095,25.1375
861,121.512,25.135,121.517,25.135,121.512,25.14,121.517,25.14,36,12,121.5145,25.1375
862,121.517,25.135,121.522,25.135,121.517,25.14,121.522,25.14,36,13,121.5195,25.1375
863,121.522,25.135,121.527,25.135,121.522,25.14,121.527,25.14,36,14,121.5245,25.1375
864,121.527,25.135,121.532,25.135,121.527,25.14,121.532,25.14,36,15,121.5295,25.1375
865,121.532,25.135,121.537,25.135,121.532,25.14,121.537,25.14,36,16,121.5345,25.1375
866,121.537,25.135,121.542,25.135,121.537,25.14,121.542,25.14,36,17,121.5395,25.1375
867,121.542,25.135,121.547,25.135,121.542,25.14,121.547,25.14,36,18,121.5445,25.1375
868,121.547,25.135,121.552,25.135,121.547,25.14,121.552,25.14,36,19,121.5495,25.1375
869,121.552,25.135,121.557,25.135,121.552,25.14,121.557,25.14,36,20,121.5545,25.1375
870,121.557,25.135,121.562,25.135,121.557,25.14,121.562,25.14,36,21,121.5595,25.1375
871,121.562,25.135,121.567,25.135,121.562,25.14,121.567,25.14,36,22,121.5645,25.1375
