,lat,log
801,25.027472963,121.655114047
802,25.0277016965,121.655449681
803,25.0277487163,121.656046932
804,25.027894951,121.656664223
805,25.0280948188,121.656891948
806,25.0282425248,121.657175754
807,25.0283684684,121.65727706
808,25.0287174592,121.657467806
809,25.0289462192,121.657796018
810,25.0293983299,121.658654619
811,25.0297224037,121.659373818
812,25.0301256944,121.660042966
813,25.0304608785,121.6607997
814,25.0304993756,121.661278323
815,25.0302114662,121.662490945
816,25.0301946581,121.662717529
817,25.0302207585,121.662937839
818,25.0301928626,121.663120081
819,25.0301449037,121.663245856
820,25.0299084949,121.663622063
821,25.0299079888,121.663735397
822,25.029965629,121.663968574
823,25.0297340718,121.664269248
824,25.0296475466,121.664438786
825,25.0295533803,121.664803062
826,25.0295748802,121.665042236
827,25.0296934555,121.66527636
828,25.0298214847,121.665414852
829,25.0299685966,121.665827803
830,25.0299276333,121.66590314
831,25.0298417574,121.665927761
832,25.0293008879,121.665746477
833,25.0286434366,121.665390536
834,25.0283873256,121.665125017
835,25.0283133816,121.66500509
836,25.028203158,121.664922436
837,25.0278153818,121.664826211
838,25.0274655275,121.664830518
839,25.0272192654,121.664885858
840,25.0267808333,121.665013861
841,25.0260774398,121.66534109
842,25.0259577087,121.665365834
843,25.0258539733,121.665346388
844,25.0254238703,121.665127753
845,25.0246665054,121.664909706
846,25.0245990803,121.664846484
847,25.0243413374,121.664442244
848,25.024240113,121.664366147
849,25.0233632162,121.664128573
850,25.0232777075,121.664071449
851,25.0231790615,121.663923526
852,25.0229428338,121.663249089
853,25.022869956,121.662890131
854,25.0228980782,121.662657431
855,25.0230804955,121.661827954
856,25.0231804257,121.661180424
857,25.023344309,121.660869498
858,25.0233903703,121.660661979
859,25.0234338166,121.660026838
860,25.0234157977,121.659001228
861,25.0234997411,121.658393551
862,25.0234622378,121.658198279
863,25.0232369508,121.657595765
864,25.0233303746,121.657395
865,25.0235711931,121.657037415
866,25.0236070039,121.656594516
867,25.0238847798,121.656045148
868,25.0236854535,121.655695128
869,25.0236859247,121.655588307
870,25.0242252636,121.654580823
871,25.0243402273,121.654100562
872,25.0244430319,121.653818097
873,25.0242625471,121.653288589
874,25.0241562615,121.652822331
875,25.0241018973,121.65235294
876,25.0239927004,121.652104349
877,25.0239310251,121.65175785
878,25.0239245506,121.651175394
879,25.0240306945,121.650128769
880,25.0239887933,121.649904685
881,25.0236432174,121.649447393
882,25.0232608642,121.649143182
883,25.0228949102,121.648700651
884,25.0226852024,121.648139427
885,25.0218527662,121.647015128
886,25.0217299774,121.646706405
887,25.0216955629,121.646316091
888,25.0217597134,121.646096281
889,25.0218617795,121.645980706
890,25.0228297482,121.645522871
891,25.0230425552,121.645372887
892,25.023584045,121.644894546
893,25.023758892,121.644649923
894,25.0238113191,121.644530676
895,25.0239900037,121.643921321
896,25.0243015438,121.643382012
897,25.0245763855,121.642977821
898,25.0245611846,121.642839337
899,25.024400128,121.64250502
900,25.0242226292,121.641865011
901,25.0240092918,121.641615888
902,25.0235409228,121.64084247
903,25.0235098251,121.640726196
904,25.0235149902,121.640575126
905,25.0238116866,121.638236157
906,25.024070917,121.637785432
907,25.0241142329,121.6376841
908,25.0241306509,121.637539584
909,25.024074714,121.637425969
910,25.0238838518,121.637197405
911,25.023789927,121.63699504
912,25.0237507247,121.636662912
913,25.023534198,121.636101982
914,25.0234602853,121.635969387
915,25.0232355731,121.635739104
916,25.0232178393,121.63566377
917,25.0232587693,121.635592458
918,25.0235994379,121.635623936
919,25.023863229,121.635688461
920,25.0239783859,121.63567636
921,25.0240395062,121.635633943
922,25.024105823,121.635431478
923,25.0241595062,121.635016535
924,25.024314509,121.634658777
925,25.0244213575,121.6344785
926,25.0247160988,121.634165426
927,25.0248252921,121.633964416
928,25.0249750807,121.633770117
929,25.024978632,121.63346669
930,25.025282679,121.633087709
931,25.0255624385,121.632582578
932,25.0256085087,121.632419327
933,25.0255467611,121.63207903
934,25.0251322233,121.631372491
935,25.0247232967,121.630937838
936,25.0244780202,121.630765358
937,25.023405564,121.630325466
