,lat,log
938,25.0232048984,121.63027676
939,25.0224307073,121.630287666
940,25.0222074591,121.630242559
941,25.0212351054,121.629614631
942,25.0209787729,121.629386989
943,25.0206815228,121.629228184
944,25.02009783,121.629023952
945,25.0199604511,121.628953897
946,25.0198728093,121.628863973
947,25.0195840004,121.628310137
948,25.019517249,121.628083463
949,25.0195071607,121.627800109
950,25.0195889665,121.627133912
951,25.0195155495,121.626881818
952,25.0193626884,121.626736142
953,25.0190250214,121.626526981
954,25.0186427736,121.62618539
955,25.0182891464,121.625478908
956,25.018171882,121.624918215
957,25.0180871773,121.624666069
958,25.017847826,121.624155228
959,25.0177225207,121.623896686
960,25.0173473252,121.623486097
961,25.0172557151,121.62326519
962,25.0172503162,121.622938209
963,25.0173789641,121.622448116
964,25.017836031,121.621632412
965,25.0179645214,121.621129933
966,25.0180282943,121.620991855
967,25.0181032734,121.620872411
968,25.0183390456,121.620622187
969,25.0183915853,121.620471357
970,25.0184079865,121.620326851
971,25.0183864161,121.620087407
972,25.0182971092,121.619854433
973,25.018153529,121.619645961
974,25.0181094912,121.619381636
975,25.0181263902,121.619117309
976,25.0183149948,121.618268971
977,25.0183282152,121.617803372
978,25.018438272,121.617388726
979,25.0186335196,121.617112904
980,25.0191812908,121.616732022
981,25.0196415629,121.616224686
982,25.0196757048,121.616155498
983,25.0196878752,121.615941612
984,25.0193665012,121.61451823
985,25.0193303174,121.613989529
986,25.0191985877,121.613642718
987,25.0191476371,121.613409938
988,25.019184554,121.613215062
989,25.0192754537,121.61306442
990,25.0193685064,121.612939175
991,25.0196040602,121.612738782
992,25.019622874,121.612600475
993,25.0196054395,121.612449602
994,25.0195094783,121.612184708
995,25.0195098149,121.61210297
996,25.0195716883,121.611876013
997,25.0198785987,121.611337244
998,25.0198973265,121.611173856
999,25.0198596485,121.610456271
1000,25.0198896348,121.61029913
1001,25.0202008512,121.609809916
1002,25.0208162121,121.609454409
1003,25.0209363993,121.6093166
1004,25.0209368637,121.609203281
1005,25.0204762474,121.608697865
1006,25.0198228398,121.608424031
1007,25.0194400943,121.608193334
1008,25.0192722463,121.605632245
1009,25.0192242073,121.605235385
1010,25.0191331066,121.604882588
1011,25.0191086832,121.604228237
1012,25.0190910112,121.604133717
1013,25.0190461031,121.604076838
1014,25.0183706002,121.60368341
1015,25.0180326452,121.603537165
1016,25.0174937185,121.603415017
1017,25.0173292164,121.603351052
1018,25.0168136239,121.603040255
1019,25.0165340424,121.602969535
1020,25.0160397173,121.602979817
1021,25.0157351829,121.602940554
1022,25.0151765528,121.602704998
1023,25.0150508253,121.602540908
1024,25.0149816496,121.602345515
1025,25.0149714607,121.602074863
1026,25.0151178413,121.601597533
1027,25.015134379,121.601414944
1028,25.0150654338,121.601161962
1029,25.0147986535,121.600715132
1030,25.0147543792,121.600500973
1031,25.01478925,121.600249429
1032,25.0148876971,121.599904071
1033,25.0147774237,121.599264495
1034,25.0147495899,121.598890346
1035,25.0147952528,121.597638494
1036,25.0147372535,121.597468546
1037,25.014658588,121.597386428
1038,25.0144401914,121.597253168
1039,25.0143318818,121.597246454
1040,25.013694354,121.597507463
1041,25.0135339556,121.597544462
1042,25.013287947,121.597543271
1043,25.0131323653,121.597504744
1044,25.0128644188,121.597346168
1045,25.0124715943,121.596809576
1046,25.0121790201,121.596600416
1047,25.0119852735,121.596511551
1048,25.0114237639,121.596389332
1049,25.0109519797,121.596405939
1050,25.0105752912,121.596347462
1051,25.0096355683,121.595984408
1052,25.0091779065,121.595856194
1053,25.0086791399,121.595847595
1054,25.0077115787,121.595672695
1055,25.0070639757,121.595631799
1056,25.0069080426,121.595681513
1057,25.0066386809,121.595875256
1058,25.0063969084,121.595943131
1059,25.0059679812,121.595966446
1060,25.0053136838,121.595906636
1061,25.0045960267,121.595888004
1062,25.0043383419,121.595983661
1063,25.0042859019,121.596115602
1064,25.0043147387,121.596241434
1065,25.0044804425,121.596569468
1066,25.0045204123,121.596733125
1067,25.0045350016,121.597035041
1068,25.0044890016,121.597248745
1069,25.0043911185,121.597456005
1070,25.0041140471,121.597882513
1071,25.0034660085,121.598512169
1072,25.0032028732,121.598840293
1073,25.0028985119,121.599317126
1074,25.002626567,121.599590404
1075,25.0022373187,121.599848564
1076,25.0015704463,121.6001094
1077,25.0011788205,121.600396954
1078,25.0010363497,121.600465607
1079,25.0005259684,121.600538664
1080,25.0004222502,121.600512774
1081,24.9984677098,121.600502957
1082,24.9982560377,121.600382434
1083,24.997966573,121.599963416
1084,24.9976290922,121.599697404
1085,24.9973129395,121.599740138
1086,24.9969138119,121.599649975
1087,24.9963678529,121.599590677
1088,24.9962824404,121.599502344
1089,24.9961194056,121.599073734
1090,24.9960431757,121.598947371
1091,24.9958095635,121.598669487
1092,24.9955011446,121.598472969
1093,24.9945680952,121.598135358
1094,24.9944710462,121.598134888
1095,24.9941386649,121.598284038
1096,24.9937025623,121.598407917
1097,24.9935577384,121.598501322
1098,24.9932235318,121.599103649
1099,24.9931077937,121.599260344
1100,24.9929765081,121.599354127
1101,24.9927010821,121.599371672
1102,24.9918243608,121.599059104
1103,24.9917093819,121.59902728
1104,24.9916640904,121.599064827
1105,24.9911441781,121.599823188
1106,24.9907565837,121.600790207
1107,24.9904954763,121.601732451
1108,24.9904430326,121.601864065
1109,24.990390868,121.601926651
1110,24.9903230552,121.601951702
1111,24.9899146739,121.601917813
1112,24.9894457893,121.601777162
1113,24.9889357958,121.601755797
1114,24.9888272588,121.601805726
1115,24.9885961869,121.602018495
1116,24.9885216557,121.602030514
1117,24.9878816011,121.601801122
1118,24.9876119612,121.601504194
1119,24.9874820772,121.601251905
1120,24.9873176037,121.600622118
1121,24.9872100308,121.600432776
1122,24.9869470103,121.600173651
1123,24.9867467495,121.600021621
1124,24.9865238712,121.599882177
1125,24.9863345142,121.599824921
1126,24.9853140983,121.599888998
1127,24.9847382731,121.599961731
1128,24.9841893276,121.600084736
1129,24.9832086481,121.600369388
1130,24.9829400965,121.600361894
1131,24.9823716511,121.600283608
1132,24.9816193293,121.600468458
1133,24.9811384713,121.600497694
1134,24.9805759413,121.600633045
1135,24.9802780044,121.600637787
1136,24.979836084,121.600528858
1137,24.9796018987,121.600395557
1138,24.9794647095,121.600275416
1139,24.9789776976,121.599593968
1140,24.9787417115,121.599347379
1141,24.9786199402,121.599321716
1142,24.9781271744,121.599507823
1143,24.9778172707,121.599682436
1144,24.9773804461,121.599988593
1145,24.9769554129,121.600168832
1146,24.9768285169,121.600294188
1147,24.9766604148,121.600563886
1148,24.9760027587,121.601900255
1149,24.9759498074,121.602157819
1150,24.9759063487,121.602849365
1151,24.97567,121.603250883
1152,24.9754598391,121.603872283
1153,24.9752711898,121.604198513
1154,24.9749534594,121.604630892
1155,24.9745570449,121.604987361
1156,24.974389088,121.60521929
1157,24.9743660334,121.605338647
1158,24.9744710366,121.606156877
1159,24.974489791,121.606539829
1160,24.9744787903,121.608129403
1161,24.9745031605,121.608241255
1162,24.9747548566,121.608506501
1163,24.9747767827,121.608663837
1164,24.9745711552,121.609826264
1165,24.9744848777,121.609951808
1166,24.9742428746,121.610076273
1167,24.9742314096,121.610120168
1168,24.9743667329,121.61069342
1169,24.9745614844,121.611084054
1170,24.974605744,121.61129814
1171,24.9745712446,121.6114552
1172,24.9745190779,121.611517771
1173,24.9742201571,121.611761731
1174,24.9738573205,121.612181175
1175,24.9737639332,121.612388388
1176,24.9736874605,121.612847007
1177,24.9734102795,121.613292252
1178,24.9733934685,121.613537606
1179,24.9734153383,121.613707322
1180,24.9734375198,121.613801832
1181,24.9735854123,121.614060384
1182,24.9735780963,121.614192506
1183,24.9734144531,121.61446932
1184,24.9733102198,121.614569394
1185,24.9726442185,121.615163735
1186,24.9722004078,121.615513741
1187,24.9715717622,121.616353168
1188,24.9711441873,121.617143357
1189,24.9708846084,121.617695446
1190,24.9708613615,121.617858747
1191,24.9708828076,121.618129355
1192,24.970847649,121.61844363
1193,24.97067842,121.618977285
1194,24.9705055618,121.619297371
1195,24.9702447135,121.619610513
1196,24.970016114,121.619766593
1197,24.9694351298,121.619996113
1198,24.9693606262,121.620002238
1199,24.9692231931,121.619944911
1200,24.9688926629,121.619647691
1201,24.9687507933,121.619571465
1202,24.9686063791,121.619564549
1203,24.9682153904,121.619694437
1204,24.967745568,121.619786477
1205,24.9673732623,121.619765733
1206,24.9671953354,121.619676949
1207,24.9671684634,121.619626368
1208,24.9670559242,121.619009609
1209,24.9668351603,121.618366937
1210,24.9668251026,121.618071325
1211,24.966889261,121.617838911
1212,24.9670845499,121.617550823
1213,24.9674928504,121.617055817
1214,24.9675114498,121.61692407
1215,24.967430828,121.616772636
1216,24.9670265231,121.616303911
1217,24.9668903317,121.615946083
1218,24.9667760634,121.615744344
1219,24.966160848,121.614974068
1220,24.9664155409,121.614509862
1221,24.9664672675,121.614006892
1222,24.9664348142,121.613667223
1223,24.9662084752,121.613276149
1224,24.9661458787,121.613131308
1225,24.9660882871,121.61286672
1226,24.9660099954,121.612696736
1227,24.9653875243,121.612070971
1228,24.965332051,121.611290796
1229,24.96496997,121.610427719
1230,24.9643191836,121.609518969
1231,24.9640584674,121.60925339
1232,24.9635006964,121.60877807
1233,24.9631882467,121.608469221
1234,24.9630917379,121.608336909
1235,24.9630360872,121.608147854
1236,24.9630374732,121.607808365
1237,24.9630952612,121.607473792
1238,24.9631194382,121.607079327
1239,24.9630211584,121.606274203
1240,24.9630614953,121.60579007
1241,24.9629629523,121.605047769
1242,24.9628529541,121.604902395
1243,24.9626595525,121.604731824
1244,24.9625518127,121.604586463
1245,24.9624601173,121.604380211
1246,24.9623846015,121.604079647
1247,24.9622991216,121.603453462
1248,24.9622476977,121.603333753
1249,24.9621152071,121.603169392
1250,24.9617438957,121.602903599
1251,24.9614995777,121.602487399
1252,24.961169598,121.602064288
1253,24.96093735,121.601453187
1254,24.9608910469,121.601182791
1255,24.9609219094,121.600805383
1256,24.9609630904,121.600667248
1257,24.9611701622,121.600247056
1258,24.961263985,121.599926899
1259,24.9612020166,121.599623002
1260,24.9610793811,121.599251657
1261,24.9610664156,121.599108309
1262,24.9610780918,121.599010881
1263,24.9612515731,121.598524298
1264,24.9612587731,121.598417563
1265,24.9611962128,121.598260049
1266,24.960865643,121.597962903
1267,24.9606028523,121.597647209
1268,24.9604940338,121.597206305
1269,24.9605058973,121.597061836
1270,24.9605766408,121.596867211
1271,24.9610186178,121.596397702
1272,24.9611730976,121.596144989
1273,24.9612396216,121.595876683
1274,24.9612658487,121.595526485
1275,24.9613349431,121.595179276
1276,24.9615415979,121.594859654
1277,24.9617860102,121.594692475
1278,24.9621274281,121.594535352
1279,24.9631158566,121.59399306
1280,24.9635344316,121.593731083
1281,24.9640295403,121.593519609
1282,24.9641721755,121.593407022
1283,24.9642313559,121.593281659
1284,24.9641306234,121.592513975
1285,24.9639387608,121.591953207
1286,24.9640820669,121.591671026
1287,24.9645850139,121.591189402
1288,24.9646282962,121.591088717
1289,24.9644356768,121.590716732
1290,24.9638205617,121.589889958
1291,24.9637422268,121.589153952
1292,24.9635039184,121.58892009
1293,24.9633782551,121.58873721
1294,24.9633583215,121.588641177
1295,24.9633839118,121.588447872
1296,24.9637014869,121.588040561
1297,24.9636620061,121.58775101
1298,24.9634706443,121.587058415
1299,24.963444129,121.586341538
1300,24.9632049439,121.585755491
1301,24.9632347537,121.585636171
1302,24.9633616349,121.585510815
1303,24.9638543487,121.585330862
1304,24.964159914,121.585106076
1305,24.9643548959,121.584880457
1306,24.9645525527,121.584548081
1307,24.9645938669,121.584372182
1308,24.9645830901,121.583667748
1309,24.9647030579,121.583001379
1310,24.9647988859,121.58215911
1311,24.9651687984,121.581060323
1312,24.9654168059,121.580545887
1313,24.9658390089,121.579925181
1314,24.9663925228,121.579198312
1315,24.9664607419,121.57906648
1316,24.9666070164,121.578595504
1317,24.9666312458,121.578167902
1318,24.9665006292,121.577513346
1319,24.9665017751,121.577217792
1320,24.966608294,121.576520394
1321,24.9668506073,121.575723968
1322,24.9668999011,121.575232418
1323,24.966897378,121.574716797
1324,24.9668460298,121.57457172
1325,24.966724377,121.574514518
1326,24.9661911988,121.574656883
1327,24.9660760755,121.574662539
1328,24.9659160059,121.574617848
1329,24.9652919715,121.574325582
1330,24.9648363969,121.573656837
1331,24.9641393343,121.572986984
1332,24.9640496398,121.57283585
1333,24.9639917578,121.572652984
1334,24.9640050008,121.572143623
1335,24.9640873099,121.571867321
1336,24.9642827974,121.571503644
1337,24.9644431266,121.570303247
1338,24.9643865915,121.569743119
1339,24.9640874908,121.568873928
1340,24.9640664838,121.568464996
1341,24.9641232825,121.567182418
1342,24.9640840957,121.566804969
1343,24.9639596483,121.566294979
1344,24.9639939566,121.566175673
1345,24.9642409093,121.565925187
1346,24.9643521875,121.565743406
1347,24.9643345392,121.565636239
1348,24.9641170576,121.565257976
1349,24.9640836106,121.565151048
1350,24.9640909547,121.565000051
1351,24.9645806052,121.564430037
1352,24.9646784367,121.564222814
1353,24.96463575,121.563575471
1354,24.9647681479,121.563179305
1355,24.9647982477,121.562978273
1356,24.964789542,121.562349345
1357,24.9646590456,121.561644352
1358,24.9646831316,121.561242119
1359,24.9653513921,121.560584695
1360,24.9656683457,121.560321825
1361,24.9658401751,121.560240894
1362,24.9662874334,121.560136143
1363,24.9664592852,121.560048717
1364,24.9666202318,121.55986096
1365,24.966736561,121.559534351
1366,24.9674150565,121.55915395
1367,24.9683043386,121.558535254
1368,24.9686793531,121.558436362
1369,24.9693703841,121.558323724
1370,24.9702948992,121.557937923
1371,24.9714418998,121.557804744
1372,24.9718779439,121.55768105
1373,24.9722465663,121.557481248
1374,24.9723326558,121.557393737
1375,24.9725802548,121.556967111
1376,24.9730284295,121.556616901
1377,24.9732354232,121.556184207
1378,24.9733100887,121.556134401
1379,24.9736015035,121.556060192
1380,24.9739445685,121.556055543
1381,24.9743195609,121.555962828
1382,24.9749797364,121.555651326
1383,24.9751468757,121.555617102
1384,24.9759672291,121.555322412
1385,24.9765521998,121.555205563
1386,24.976703707,121.554520653
1387,24.9767676043,121.554332133
1388,24.9768880363,121.554112603
1389,24.9770943005,121.553874577
1390,24.9773951487,121.553691139
1391,24.9778807982,121.553578791
1392,24.9790264783,121.553192988
1393,24.9792771836,121.553142109
1394,24.9800220165,121.55312656
1395,24.9805210856,121.553047074
1396,24.980848308,121.553054732
1397,24.9812836273,121.553125952
1398,24.9819307726,121.553286089
1399,24.9826300153,121.553396007
1400,24.984284754,121.553894035
1401,24.984638899,121.553946079
1402,24.9848398328,121.553928094
1403,24.9851155727,121.553822539
1404,24.9852309792,121.553741026
1405,24.9859329575,121.553115177
1406,24.9867071725,121.55260295
1407,24.987060573,121.552247633
1408,24.987178557,121.552079769
1409,24.9873310401,121.551737791
1410,24.9873657331,121.551511361
1411,24.9873549376,121.551379452
1412,24.9872192939,121.550831581
1413,24.9870504163,121.550725276
1414,24.98684751,121.550666489
1415,24.9867887609,121.550685109
1416,24.9866865711,121.550854281
1417,24.9865078572,121.550966776
1418,24.9863361479,121.551016462
1419,24.9859275552,121.551039715
1420,24.9855735489,121.55094992
1421,24.9853955798,121.550861219
1422,24.9851052776,121.550633346
1423,24.9841161935,121.549559823
1424,24.9837414035,121.548985835
1425,24.983627622,121.548626894
1426,24.9833942176,121.547656411
1427,24.9832832456,121.547147058
1428,24.9832795398,121.546926654
1429,24.9833275656,121.546140973
1430,24.98338528,121.545788983
1431,24.9834903649,121.545443704
1432,24.9836974716,121.544972894
1433,24.9838879489,121.544728276
1434,24.9840667274,121.544596892
1435,24.9845191903,121.544303282
1436,24.9847949446,121.544191516
1437,24.9851449266,121.544148795
1438,24.9855756952,121.544232717
1439,24.9867136826,121.544715653
1440,24.9869729729,121.544785823
1441,24.9874654366,121.544662319
1442,24.9877299326,121.544544002
1443,24.9880579888,121.544325364
1444,24.9882007474,121.544168744
1445,24.9882717007,121.543898519
1446,24.9882655733,121.543722361
1447,24.9878697708,121.541015888
1448,24.9877306052,121.53956232
1449,24.9877542898,121.539254435
1450,24.9878556896,121.538676043
1451,24.9879904948,121.538220993
1452,24.9881908876,121.537727846
1453,24.9885771268,121.537018826
1454,24.9886860014,121.536868245
1455,24.9893188839,121.536606956
1456,24.9896327062,121.536576745
1457,24.9901400945,121.536693479
1458,24.9913980913,121.537083111
1459,24.991871932,121.53711891
1460,24.9922580905,121.537059919
1461,24.9929857394,121.536811418
1462,24.9935328083,121.536568629
1463,24.9941525081,121.536212859
1464,24.9946708928,121.535787306
1465,24.9950492986,121.535373833
1466,24.9951151413,121.535265774
1467,24.9951134669,121.535103562
1468,24.9950169154,121.53496477
1469,24.9940184006,121.534593631
1470,24.9935629611,121.53446165
1471,24.9932182122,121.534302907
1472,24.9921739161,121.53348057
1473,24.9908615139,121.532067402
1474,24.9881766415,121.529294759
1475,24.9874080102,121.528385769
1476,24.9870419037,121.527887092
1477,24.9869906704,121.52769651
1478,24.9870030867,121.527377432
1479,24.9870457141,121.526811787
1480,24.987131832,121.526711246
1481,24.9872063974,121.526686491
1482,24.9885926571,121.527176822
1483,24.98917921,121.527245256
1484,24.989783662,121.527358032
1485,24.9911410057,121.527734957
1486,24.9913190595,121.527804748
1487,24.9923301646,121.528444258
1488,24.9942942238,121.529572314
1489,24.9952312465,121.530098553
1490,24.9954273532,121.530168426
1491,24.9965542004,121.530626456
1492,24.9981338221,121.53132852
1493,24.9984513079,121.531537602
1494,24.9992064785,121.531792531
1495,25.0001574565,121.532205596
1496,25.0008202608,121.532415866
1497,25.0015779945,121.532589091
1498,25.0020923335,121.532660654
1499,25.0050919562,121.532642009
1500,25.006466785,121.532553514
1501,25.0070177337,121.532486851
1502,25.0076841459,121.532319758
1503,25.0080389628,121.532189089
1504,25.0086359318,121.531877201
1505,25.0088259706,121.531752322
1506,25.0091950065,121.531433163
1507,25.0095462351,121.531044574
1508,25.00970736,121.530799751
1509,25.0098165699,121.530555013
1510,25.0099104305,121.530184201
1511,25.0100222399,121.529209425
1512,25.0101913174,121.528631498
1513,25.0107395648,121.527419565
1514,25.011384499,121.526308658
1515,25.0116793325,121.525907422
1516,25.0132476575,121.524718686
1517,25.0140716919,121.524017505
1518,25.014920659,121.523354189
1519,25.0170199405,121.521991752
1520,25.0174385634,121.521685153
1521,25.0179320912,121.521259327
1522,25.0183194039,121.520870825
1523,25.0188541945,121.520262793
1524,25.0192170059,121.519780053
1525,25.0195915436,121.51917134
1526,25.0199370004,121.518486948
1527,25.0202328021,121.517802345
1528,25.0213734679,121.514302315
1529,25.0215959126,121.513321986
1530,25.0217412496,121.512410072
1531,25.02180644,121.511831616
1532,25.0218200421,121.511158199
1533,25.0217145689,121.510324201
1534,25.0214379713,121.509369975
1535,25.0212721842,121.509010416
1536,25.0211128261,121.508750586
1537,25.020930867,121.508499338
1538,25.0191906582,121.506530304
1539,25.0183336169,121.505683652
1540,25.0177328636,121.505133756
1541,25.0160247449,121.503679605
1542,25.0143546238,121.502358105
1543,25.0133370168,121.501604979
1544,25.0128216625,121.501162598
1545,25.0119242999,121.500222036
1546,25.011102115,121.499072177
1547,25.0101662845,121.497482838
1548,25.0097022482,121.49653818
1549,25.0094629177,121.495889498
1550,25.0093159304,121.495297229
1551,25.0092215202,121.494504232
1552,25.009200582,121.494013408
1553,25.0092305485,121.493126475
1554,25.0093578129,121.492862878
1555,25.0094847454,121.492699595
1556,25.0100820777,121.492249003
1557,25.0105072996,121.491973899
1558,25.0110702975,121.491667756
1559,25.0116562195,121.491254884
1560,25.0128535456,121.49022797
1561,25.0131351489,121.489700554
1562,25.0131610948,121.489569249
1563,25.0139711578,121.488919106
1564,25.0146958022,121.488525032
1565,25.0154415739,121.488177736
1566,25.0158649973,121.48814546
1567,25.0160546486,121.488131003
1568,25.0162263013,121.488117918
1569,25.0166608606,121.487991367
1570,25.0171657512,121.487904353
1571,25.0180166674,121.487931154
1572,25.0187821954,121.48805093
1573,25.0196327356,121.488194395
1574,25.0207170745,121.488408838
1575,25.0214847576,121.488493444
1576,25.0219184978,121.488590392
1577,25.0231842355,121.488725453
1578,25.0232948941,121.488705767
1579,25.0281409766,121.486559684
1580,25.0293662106,121.485971823
1581,25.0295853151,121.485919425
1582,25.032741678,121.486293552
1583,25.0330866703,121.486395557
1584,25.0357242297,121.487362475
1585,25.0359834151,121.487476837
1586,25.038030789,121.488781266
1587,25.0384832281,121.48915437
1588,25.0389286881,121.489590316
1589,25.0393965717,121.490070331
1590,25.040149828,121.490935498
1591,25.0411477444,121.492209204
1592,25.0417385395,121.493056404
1593,25.0420728504,121.493655449
1594,25.0449593778,121.499828437
1595,25.0452287612,121.500263731
1596,25.0459927594,121.501273674
1597,25.0463123209,121.501551849
1598,25.0469765318,121.502032735
1599,25.0480454165,121.502984486
1600,25.04818961,121.50306064
1601,25.0483278379,121.503219361
1602,25.0495255067,121.50370699
1603,25.0496492041,121.503746706
1604,25.0508786959,121.50414146
1605,25.0518938294,121.504374382
1606,25.0536637055,121.504810811
1607,25.0549651878,121.50510211
1608,25.0567094033,121.505423829
1609,25.0576210234,121.505456166
1610,25.0582421265,121.50551118
1611,25.0587538198,121.505413688
1612,25.0593339064,121.505407704
1613,25.060759531,121.50565484
1614,25.0627325479,121.506217306
1615,25.0646354167,121.506829131
1616,25.0698574994,121.507045772
1617,25.0702863245,121.507050011
1618,25.0711578476,121.506961914
1619,25.0730084549,121.506347746
1620,25.0739228945,121.506246804
1621,25.0747202156,121.506073822
1622,25.0766479217,121.505351603
1623,25.0779297395,121.504739782
1624,25.0783998143,121.504559249
1625,25.0800763222,121.50403112
1626,25.0832005296,121.502482774
1627,25.087147987,121.499817213
1628,25.0874920211,121.499528941
1629,25.0879065052,121.499096272
1630,25.0918782851,121.494529371
1631,25.0928165366,121.493330718
1632,25.0934895255,121.492527561
1633,25.094742208,121.491147645
1634,25.0956344428,121.490244641
1635,25.0966645117,121.489292602
1636,25.0971471122,121.488726906
1637,25.0975784962,121.487949383
1638,25.0987674457,121.486031831
1639,25.0990386376,121.485233511
1640,25.0998147427,121.483259469
1641,25.100103382,121.482643709
1642,25.1003121849,121.482286973
1643,25.1007892315,121.481337932
1644,25.1008713395,121.481073958
1645,25.1013441121,121.478651895
1646,25.1014021799,121.478142116
1647,25.1014712086,121.476329169
1648,25.1014823207,121.4749755
1649,25.1015853985,121.473168896
1650,25.1015762142,121.470379669
1651,25.1016248225,121.469284566
1652,25.101626373,121.467364175
1653,25.1016588649,121.466363199
1654,25.1017160211,121.466130416
1655,25.102595167,121.463753844
1656,25.1031537906,121.462666859
1657,25.1036169279,121.461799806
1658,25.1039095905,121.461316003
1659,25.1047912421,121.460135701
1660,25.1072221809,121.457910462
1661,25.1077449666,121.457452898
1662,25.108088788,121.457208412
1663,25.1085360208,121.45709698
1664,25.1088588487,121.457072774
1665,25.1091792258,121.457111768
1666,25.1096346963,121.457257235
1667,25.1105409166,121.45761446
1668,25.1112484939,121.457979318
1669,25.1115030197,121.45814666
1670,25.1122009447,121.458712589
1671,25.1127304116,121.459014203
1672,25.1135144597,121.459464262
1673,25.1152044689,121.460351848
1674,25.1161822432,121.460922264
1675,25.1186175687,121.460200573
1676,25.1189158658,121.460082075
1677,25.1196273909,121.459902222
1678,25.1208017417,121.459679785
1679,25.1218748004,121.45936896
1680,25.122012633,121.459319274
1681,25.1229577316,121.458784843
1682,25.1229494895,121.459987481
1683,25.1229929651,121.461249809
1684,25.1230218555,121.461394635
1685,25.1231297623,121.461533559
1686,25.1233712219,121.461547171
1687,25.1235534535,121.461736577
1688,25.1235928044,121.462146086
1689,25.1237324037,121.462976802
1690,25.1239201423,121.463569395
1691,25.1239079248,121.463867461
1692,25.1242472134,121.464823831
1693,25.1242765347,121.464830139
1694,25.1246090215,121.464604863
1695,25.1247242695,121.464559743
1696,25.1251368186,121.464713774
1697,25.1253534297,121.464733496
1698,25.1259042454,121.46469932
1699,25.1269622682,121.464405817
1700,25.1275697405,121.464301199
1701,25.1278561653,121.464371392
1702,25.1280040681,121.464441368
1703,25.1284905883,121.464758071
1704,25.1287658614,121.464784217
1705,25.1299562987,121.465185406
1706,25.1313365213,121.465524411
1707,25.1316925675,121.465702099
1708,25.1321312336,121.466163679
1709,25.1323768273,121.466296638
1710,25.1327618784,121.466581673
1711,25.1330110736,121.467004417
1712,25.1331439571,121.467093249
1713,25.1333710562,121.467364983
1714,25.1337085501,121.467699741
1715,25.1340643173,121.467965768
1716,25.134195042,121.46802298
1717,25.1343590398,121.468264724
1718,25.1345437194,121.468389398
1719,25.1349970058,121.468506729
1720,25.1352200958,121.468618843
1721,25.1355105659,121.468834107
1722,25.1357579977,121.469099419
1723,25.1359849535,121.469415168
1724,25.136509831,121.470443651
1725,25.1368714017,121.471011896
1726,25.1373187698,121.471570244
1727,25.1379040651,121.472048855
1728,25.1383322607,121.472247928
1729,25.1387044277,121.472322503
1730,25.1390019644,121.472443592
1731,25.1391687206,121.472526055
1732,25.1395221415,121.472816894
1733,25.1398708468,121.473170942
1734,25.1404032301,121.473960234
1735,25.1411603076,121.474851137
1736,25.1413786244,121.475041049
1737,25.1418808917,121.475364094
1738,25.1421622419,121.475604773
1739,25.1425891191,121.476210822
1740,25.1428072926,121.47644475
1741,25.1430304063,121.476546349
1742,25.1434659959,121.47654804
1743,25.1436960819,121.476586747
1744,25.1438087672,121.476637706
1745,25.1439348118,121.476745129
1746,25.144112257,121.477010515
1747,25.1442935483,121.477483584
1748,25.1447164125,121.477932183
1749,25.1459910276,121.479505521
1750,25.1464407852,121.480011266
1751,25.1466248946,121.480307993
1752,25.1468743934,121.480623889
1753,25.1474415884,121.481104687
1754,25.1480018054,121.481648383
1755,25.1496061357,121.482457178
1756,25.1500656263,121.482742292
1757,25.1502366197,121.482906938
1758,25.1506387928,121.483465841
1759,25.1508269581,121.483901158
1760,25.1508719203,121.48456219
1761,25.1507935458,121.486439385
1762,25.1508112289,121.486552907
1763,25.1510965741,121.486944295
1764,25.1513097141,121.487330749
1765,25.1514086527,121.487442425
1766,25.1515212788,121.487510135
1767,25.1518240274,121.487414009
1768,25.1522613096,121.48758654
1769,25.1523944078,121.487605359
1770,25.1528030782,121.487555836
1771,25.1529924545,121.487619514
1772,25.1534716632,121.48808143
1773,25.1539359465,121.488278563
1774,25.154163004,121.488550083
1775,25.1543993571,121.488740114
1776,25.1556335504,121.489532393
1777,25.1559084385,121.489672053
1778,25.1561384037,121.489745507
1779,25.15643988,121.49003438
1780,25.1572300833,121.490634888
1781,25.1574508034,121.490773404
1782,25.1577618192,121.490907634
1783,25.1587842584,121.491575734
1784,25.1590999581,121.491658525
1785,25.159631868,121.491878274
1786,25.1600057831,121.49210111
1787,25.1604807999,121.492461993
1788,25.160730354,121.492752843
1789,25.1610538435,121.493206742
1790,25.1616440098,121.494230255
1791,25.1620190017,121.494811474
1792,25.1625633201,121.495368581
1793,25.1629008692,121.49566538
1794,25.1631049817,121.4960441
1795,25.1635887975,121.497142865
1796,25.1638737034,121.497657085
1797,25.1643416462,121.498103538
1798,25.1647058485,121.498526319
1799,25.1650456638,121.498818182
1800,25.1655705275,121.499116688
1801,25.1662985753,121.499396806
1802,25.167480337,121.499657384
1803,25.1680503757,121.499944615
1804,25.1683025927,121.500110261
1805,25.1686107711,121.500413171
1806,25.1687361779,121.500703549
1807,25.1687690507,121.500993552
1808,25.1687981993,121.501050098
1809,25.1691286,121.501454782
1810,25.1692137891,121.501624405
1811,25.1693283992,121.501770585
1812,25.169558144,121.501907313
1813,25.169785988,121.501938939
1814,25.170194668,121.501887598
1815,25.1712314466,121.501639792
1816,25.1713689471,121.50169058
1817,25.1714724676,121.501779361
1818,25.1717466337,121.502127095
1819,25.1719064277,121.502259819
1820,25.1724379894,121.502576987
1821,25.1726858849,121.502685275
