"name","word","count"
"保留","保留","15"
"阿中","阿中","15"
"開發商","開發商","15"
"部分","部分","15"
"地點","地點","15"
"漲幅","漲幅","15"
"在地","在地","15"
"餅皮","餅皮","15"
"炒飯","炒飯","15"
"限制","限制","15"
"蝦味","蝦味","15"
"什麼","什麼","15"
"天母","天母","14"
"預計","預計","14"
"的話","的話","14"
"精彩食記","精彩食記","14"
"支持","支持","14"
"泰式","泰式","14"
"區域","區域","14"
"桌遊","桌遊","14"
"協調","協調","14"
"瓦城","瓦城","14"
"商辦","商辦","14"
"之後","之後","14"
"飲品","飲品","14"
"這樣的","這樣的","14"
"漢堡","漢堡","14"
"廣慈","廣慈","14"
"齊柏林","齊柏林","14"
"毒品","毒品","14"
"沙拉","沙拉","14"
"新加坡","新加坡","14"
"然後","然後","14"
"廣告","廣告","14"
"韓國","韓國","14"
"艾妮可","艾妮可","14"
"烏龍麵","烏龍麵","14"
"涼麵","涼麵","14"
"廖鎮漢","廖鎮漢","14"
"陳威仁","陳威仁","14"
"的抹茶","的抹茶","14"
"演唱","演唱","14"
"都發局","都發局","14"
"樓的","樓的","14"
"體驗","體驗","14"
"分鐘","分鐘","14"
"冰棒","冰棒","14"
"面交","面交","14"
"中國","中國","14"
"有一","有一","14"
"醬料","醬料","13"
"最後","最後","13"
"不多","不多","13"
"義大利","義大利","13"
"鮭魚","鮭魚","13"
"下跌","下跌","13"
"梁文傑","梁文傑","13"
"一幻","一幻","13"
"店內","店內","13"
"酒店","酒店","13"
"大安","大安","13"
"其他","其他","13"
"點的","點的","13"
"味噌","味噌","13"
"特色","特色","13"
"細麵","細麵","13"
"無法","無法","13"
"社會","社會","13"
"叉燒","叉燒","13"
"三都","三都","13"
"高男","高男","13"
"道路","道路","13"
"垃圾車","垃圾車","13"
"點點心","點點心","13"
"不知","不知","13"
"老婦人","老婦人","13"
"風味","風味","13"
"登記參選","登記參選","13"
"飲料","飲料","13"
"透過","透過","13"
"蛋黃哥","蛋黃哥","13"
"北投","北投","13"
"都有","都有","13"
"真的是","真的是","13"
"電影","電影","13"
"記者","記者","13"
"貼心","貼心","13"
"跌幅","跌幅","13"
"發展","發展","13"
"修正","修正","13"
"但是","但是","13"
"牛排館","牛排館","13"
"子樂開發","子樂開發","12"
"是不","是不","12"
"辣醬","辣醬","12"
"洋蔥","洋蔥","12"
"報重點新聞包括","報重點新聞包括","12"
"頭髮","頭髮","12"
"超商","超商","12"
"時許","時許","12"
"戶外家具","戶外家具","12"
"發票","發票","12"
"不動產","不動產","12"
"臺中","臺中","12"
"台北一","台北一","12"
"海鮮","海鮮","12"
"大陸建設","大陸建設","12"
"朱立倫","朱立倫","12"
"鮮蝦","鮮蝦","12"
"一直","一直","12"
"菜單","菜單","12"
"當地","當地","12"
"所長","所長","12"
"鮮蝦鹽味","鮮蝦鹽味","12"
"一審","一審","12"
"鍋貼","鍋貼","12"
"記者姚岳宏翻攝","記者姚岳宏翻攝","12"
"狀況","狀況","12"
"大心","大心","12"
"選區","選區","12"
"委員會","委員會","12"
"引進","引進","12"
"鴨胸","鴨胸","12"
"建築","建築","12"
"地價","地價","12"
"學生","學生","12"
"內湖","內湖","12"
"郝龍斌","郝龍斌","12"
"李女","李女","12"
"台中","台中","12"
"點心","點心","12"
"廚師","廚師","12"
"主動","主動","12"
"集團","集團","12"
"紅豆","紅豆","12"
"早餐","早餐","12"
"肋眼","肋眼","12"
"鯛魚燒","鯛魚燒","12"
"委員","委員","12"
"一般","一般","12"
"實價","實價","12"
"是我","是我","12"
"購屋","購屋","12"
"創意","創意","12"
"蔬菜","蔬菜","12"
"八卦","八卦","12"
"價差","價差","12"
"整體","整體","12"
"信義房屋","信義房屋","12"
"走失","走失","12"
"恐怖攻擊","恐怖攻擊","12"
"陳女","陳女","12"
"份量","份量","12"
"跨年","跨年","12"
"過去","過去","12"
"永吉路","永吉路","12"
"毛毛","毛毛","12"
"燒肉","燒肉","12"
"登記","登記","12"
"他的","他的","12"
"真的很","真的很","12"
"健安新城","健安新城","11"
"律師","律師","11"
"裡頭","裡頭","11"
"來自","來自","11"
"周揚青","周揚青","11"
"鐵柵門","鐵柵門","11"
"進去","進去","11"
"隔壁","隔壁","11"
"合作","合作","11"
"松山區","松山區","11"
"清爽","清爽","11"
"表現","表現","11"
"早午餐","早午餐","11"
"音樂","音樂","11"
"也可以","也可以","11"
"這次","這次","11"
"訂位","訂位","11"
"單點","單點","11"
"麵包","麵包","11"
"戶外","戶外","11"
"小籠包","小籠包","11"
"的湯頭","的湯頭","11"
"揭露","揭露","11"
"在台灣","在台灣","11"
"微信","微信","11"
"博物館","博物館","11"
"出來","出來","11"
"政府","政府","11"
"聖誕樹","聖誕樹","11"
"沒水","沒水","11"
"交通","交通","11"
"平均","平均","11"
"北台灣","北台灣","11"
"注意","注意","11"
"便宜","便宜","11"
"白玉","白玉","11"
"使用者","使用者","11"
"議會","議會","11"
"滋味","滋味","11"
"北檢","北檢","11"
"車位","車位","11"
"何世昌","何世昌","11"
"廣場","廣場","11"
"立委選舉","立委選舉","11"
"停水","停水","11"
"紅酒","紅酒","11"
"普通","普通","11"
"桃園","桃園","11"
"台灣人","台灣人","11"
"雙連","雙連","11"
"首度","首度","11"
"來說","來說","11"
