"name","word","count"
"豆漿","豆漿","11"
"來自","來自","11"
"芋頭","芋頭","11"
"司機","司機","11"
"永和","永和","11"
"牛舌","牛舌","11"
"培根","培根","11"
"試營運","試營運","11"
"充滿","充滿","11"
"怎麼","怎麼","11"
"如何","如何","11"
"甜甜圈","甜甜圈","11"
"懶懶熊","懶懶熊","11"
"高總價","高總價","11"
"拉拉熊的","拉拉熊的","11"
"葉立敏","葉立敏","11"
"主辦","主辦","11"
"創作","創作","11"
"注中獎","注中獎","11"
"中信","中信","11"
"北投","北投","11"
"北檢","北檢","11"
"車位","車位","11"
"接受","接受","11"
"設置","設置","11"
"商品","商品","11"
"鄰里交通改善計畫","鄰里交通改善計畫","11"
"食物","食物","11"
"的人","的人","11"
"購屋","購屋","11"
"他命","他命","11"
"樣的","樣的","11"
"重新","重新","11"
"通化街","通化街","11"
"台大","台大","11"
"味的","味的","11"
"臉書","臉書","11"
"黃國昌","黃國昌","11"
"過去","過去","11"
"慕斯","慕斯","11"
"法警","法警","11"
"華山","華山","11"
"牛奶","牛奶","11"
"飯糰","飯糰","11"
"和牛","和牛","11"
"冷麵","冷麵","10"
"總統參選人","總統參選人","10"
"抽血","抽血","10"
"集團","集團","10"
"蔣家","蔣家","10"
"馬路","馬路","10"
"長輩","長輩","10"
"帝王蟹","帝王蟹","10"
"新娘","新娘","10"
"捐款","捐款","10"
"台北市長","台北市長","10"
"永康","永康","10"
"個行政區","個行政區","10"
"被害人","被害人","10"
"員工","員工","10"
"來台","來台","10"
"表現","表現","10"
"軍宅","軍宅","10"
"是很","是很","10"
"折優惠","折優惠","10"
"進行","進行","10"
"蚵仔麵線","蚵仔麵線","10"
"購買","購買","10"
"果醬","果醬","10"
"勞基法","勞基法","10"
"酒店","酒店","10"
"超過","超過","10"
"嚴重","嚴重","10"
"阿嬤","阿嬤","10"
"尾隨","尾隨","10"
"地區","地區","10"
"肉醬","肉醬","10"
"保留","保留","10"
"的部份","的部份","10"
"創意家","創意家","10"
"學習","學習","10"
"戶籍","戶籍","10"
"警衛","警衛","10"
"這邊","這邊","10"
"家長","家長","10"
"很好","很好","10"
"盛記","盛記","10"
"道路","道路","10"
"發展","發展","10"
"食品","食品","10"
"堅持","堅持","10"
"豌豆","豌豆","10"
"李女","李女","10"
"道地","道地","10"
"新住民姊妹","新住民姊妹","10"
"區是","區是","10"
"業者","業者","10"
"林嫌","林嫌","10"
"廢除刑法","廢除刑法","10"
"巷子","巷子","10"
"內衣","內衣","10"
"照片","照片","10"
"這次","這次","10"
"置產","置產","10"
"裝設","裝設","10"
"鳳梨","鳳梨","10"
"配料","配料","10"
"松青","松青","10"
"絲瓜","絲瓜","10"
"美式漢堡","美式漢堡","10"
"烤盤","烤盤","10"
"第一次","第一次","10"
"飭回","飭回","10"
"咖啡豆","咖啡豆","10"
"整碗","整碗","10"
"房子","房子","10"
"手工","手工","10"
"餅皮","餅皮","10"
"珍珠奶茶","珍珠奶茶","10"
"鄉林大境","鄉林大境","10"
"旁邊","旁邊","10"
"婚姻平權","婚姻平權","10"
"羅鳳蘋","羅鳳蘋","10"
"醃製","醃製","10"
"喝酒","喝酒","10"
"他說","他說","10"
"到場","到場","10"
"點了","點了","10"
"新麻蒲海鷗","新麻蒲海鷗","10"
"辦公室","辦公室","10"
"都發局","都發局","10"
"環境","環境","10"
